Local time,Open,High,Low,Close,Volume
08.08.2016 18:00:00.000 GMT-0300,1.30388,1.30477,1.29558,1.30008,305681.8324
09.08.2016 18:00:00.000 GMT-0300,1.30007,1.30939,1.29908,1.30083,375694.7591
10.08.2016 18:00:00.000 GMT-0300,1.30084,1.30276,1.29354,1.29553,288098.63129999995
11.08.2016 18:00:00.000 GMT-0300,1.29553,1.30346,1.29029,1.29148,291200.7764
12.08.2016 18:00:00.000 GMT-0300,1.29148,1.29148,1.29148,1.29148,0
13.08.2016 18:00:00.000 GMT-0300,1.29148,1.29148,1.29148,1.29148,0
14.08.2016 18:00:00.000 GMT-0300,1.29206,1.29448,1.28658,1.28771,243652.25959999993
15.08.2016 18:00:00.000 GMT-0300,1.28771,1.30510,1.28760,1.30453,315281.49610000005
16.08.2016 18:00:00.000 GMT-0300,1.30453,1.30855,1.29794,1.30407,329547.26050000003
17.08.2016 18:00:00.000 GMT-0300,1.30411,1.31726,1.30364,1.31643,370495.38049999997
18.08.2016 18:00:00.000 GMT-0300,1.31643,1.31854,1.30226,1.30736,359024.8214
19.08.2016 18:00:00.000 GMT-0300,1.30736,1.30736,1.30736,1.30736,0
20.08.2016 18:00:00.000 GMT-0300,1.30736,1.30736,1.30736,1.30736,0
21.08.2016 18:00:00.000 GMT-0300,1.30515,1.31572,1.30340,1.31367,357680.3730999999
22.08.2016 18:00:00.000 GMT-0300,1.31367,1.32104,1.31282,1.31970,391551.5000999999
23.08.2016 18:00:00.000 GMT-0300,1.31970,1.32730,1.31611,1.32312,345533.64090000006
24.08.2016 18:00:00.000 GMT-0300,1.32312,1.32636,1.31687,1.31902,310284.09169999993
25.08.2016 18:00:00.000 GMT-0300,1.31899,1.32789,1.31216,1.31297,409760.7823
26.08.2016 18:00:00.000 GMT-0300,1.31297,1.31297,1.31297,1.31297,0
27.08.2016 18:00:00.000 GMT-0300,1.31297,1.31297,1.31297,1.31297,0
28.08.2016 18:00:00.000 GMT-0300,1.31061,1.31389,1.30593,1.31030,288726.4496
29.08.2016 18:00:00.000 GMT-0300,1.31030,1.31199,1.30592,1.30760,373371.64450000005
30.08.2016 18:00:00.000 GMT-0300,1.30755,1.31579,1.30658,1.31371,391215.18240000005
31.08.2016 18:00:00.000 GMT-0300,1.31371,1.33177,1.31282,1.32672,411500.9703
01.09.2016 18:00:00.000 GMT-0300,1.32675,1.33522,1.32524,1.32906,419084.8246
02.09.2016 18:00:00.000 GMT-0300,1.32906,1.32906,1.32906,1.32906,0
03.09.2016 18:00:00.000 GMT-0300,1.32906,1.32906,1.32906,1.32906,0
04.09.2016 18:00:00.000 GMT-0300,1.32934,1.33755,1.32879,1.33010,379250.74880000006
05.09.2016 18:00:00.000 GMT-0300,1.33010,1.34448,1.32965,1.34380,394997.24269999994
06.09.2016 18:00:00.000 GMT-0300,1.34368,1.34394,1.33190,1.33394,418525.5919
07.09.2016 18:00:00.000 GMT-0300,1.33390,1.33753,1.32831,1.32911,410380.1670000001
08.09.2016 18:00:00.000 GMT-0300,1.32911,1.33357,1.32391,1.32606,414495.1380999999
09.09.2016 18:00:00.000 GMT-0300,1.32606,1.32606,1.32606,1.32606,0
10.09.2016 18:00:00.000 GMT-0300,1.32606,1.32606,1.32606,1.32606,0
11.09.2016 18:00:00.000 GMT-0300,1.32623,1.33469,1.32349,1.33353,430139.27249999996
12.09.2016 18:00:00.000 GMT-0300,1.33353,1.33406,1.31673,1.31913,538088.4467
13.09.2016 18:00:00.000 GMT-0300,1.31913,1.32402,1.31382,1.32327,541840.1889
14.09.2016 18:00:00.000 GMT-0300,1.32327,1.32784,1.31796,1.32369,489620.01649999997
15.09.2016 18:00:00.000 GMT-0300,1.32368,1.32475,1.29953,1.29953,408372.2483
16.09.2016 18:00:00.000 GMT-0300,1.29953,1.29953,1.29953,1.29953,0
17.09.2016 18:00:00.000 GMT-0300,1.29953,1.29953,1.29953,1.29953,0
18.09.2016 18:00:00.000 GMT-0300,1.29959,1.30909,1.29959,1.30277,468243.3413
19.09.2016 18:00:00.000 GMT-0300,1.30271,1.30648,1.29468,1.29874,451737.20349999995
20.09.2016 18:00:00.000 GMT-0300,1.29874,1.30463,1.29445,1.30280,543272.2285
21.09.2016 18:00:00.000 GMT-0300,1.30280,1.31207,1.30250,1.30746,606168.4984000002
22.09.2016 18:00:00.000 GMT-0300,1.30746,1.30876,1.29145,1.29604,560998.7825000001
23.09.2016 18:00:00.000 GMT-0300,1.29604,1.29604,1.29604,1.29604,0
24.09.2016 18:00:00.000 GMT-0300,1.29604,1.29604,1.29604,1.29604,0
25.09.2016 18:00:00.000 GMT-0300,1.29615,1.29867,1.29161,1.29743,434967.3426000001
26.09.2016 18:00:00.000 GMT-0300,1.29751,1.30264,1.29367,1.30216,504095.59189999994
27.09.2016 18:00:00.000 GMT-0300,1.30216,1.30315,1.29799,1.30152,545591.0819999998
28.09.2016 18:00:00.000 GMT-0300,1.30151,1.30580,1.29540,1.29677,502394.0394
29.09.2016 18:00:00.000 GMT-0300,1.29663,1.30226,1.29368,1.29737,553396.4666
30.09.2016 18:00:00.000 GMT-0300,1.29737,1.29737,1.29737,1.29737,0
01.10.2016 18:00:00.000 GMT-0300,1.29737,1.29737,1.29737,1.29737,0
02.10.2016 18:00:00.000 GMT-0300,1.29184,1.29460,1.28171,1.28392,442412.6882
03.10.2016 18:00:00.000 GMT-0300,1.28389,1.28601,1.27194,1.27264,547179.1861
04.10.2016 18:00:00.000 GMT-0300,1.27265,1.27711,1.26854,1.27458,543767.9932000001
05.10.2016 18:00:00.000 GMT-0300,1.27464,1.27598,1.26019,1.26140,510465.2203
06.10.2016 18:00:00.000 GMT-0300,1.26159,1.26223,1.19198,1.24270,573229.7847000001
07.10.2016 18:00:00.000 GMT-0300,1.24270,1.24270,1.24270,1.24270,0
08.10.2016 18:00:00.000 GMT-0300,1.24270,1.24270,1.24270,1.24270,0
09.10.2016 18:00:00.000 GMT-0300,1.23904,1.24441,1.23447,1.23599,394109.34900000005
10.10.2016 18:00:00.000 GMT-0300,1.23599,1.23738,1.20893,1.21196,497201.299
11.10.2016 18:00:00.000 GMT-0300,1.21176,1.23249,1.21046,1.22045,603464.4168000001
12.10.2016 18:00:00.000 GMT-0300,1.22045,1.22718,1.21327,1.22512,480359.48000000004
13.10.2016 18:00:00.000 GMT-0300,1.22505,1.22613,1.21678,1.21810,431464.64259999996
14.10.2016 18:00:00.000 GMT-0300,1.21810,1.21810,1.21810,1.21810,0
15.10.2016 18:00:00.000 GMT-0300,1.21810,1.21810,1.21810,1.21810,0
16.10.2016 18:00:00.000 GMT-0300,1.21546,1.22014,1.21356,1.21797,415824.60059999995
17.10.2016 18:00:00.000 GMT-0300,1.21797,1.23249,1.21765,1.22964,439399.0422
18.10.2016 18:00:00.000 GMT-0300,1.22933,1.23311,1.22536,1.22859,383952.6304
19.10.2016 18:00:00.000 GMT-0300,1.22859,1.22979,1.22098,1.22515,369199.65640000004
20.10.2016 18:00:00.000 GMT-0300,1.22514,1.22596,1.21711,1.22280,335087.5009
21.10.2016 18:00:00.000 GMT-0300,1.22280,1.22280,1.22280,1.22280,0
22.10.2016 18:00:00.000 GMT-0300,1.22280,1.22280,1.22280,1.22280,0
23.10.2016 18:00:00.000 GMT-0300,1.22157,1.22490,1.21853,1.22362,224464.08910000007
24.10.2016 18:00:00.000 GMT-0300,1.22356,1.22432,1.20825,1.21847,139413.7497
25.10.2016 18:00:00.000 GMT-0300,1.21847,1.22491,1.21566,1.22453,126547.3205
26.10.2016 18:00:00.000 GMT-0300,1.22448,1.22711,1.21490,1.21609,140077.66929999998
27.10.2016 18:00:00.000 GMT-0300,1.21609,1.22121,1.21138,1.21833,156381.8309
28.10.2016 18:00:00.000 GMT-0300,1.21833,1.21833,1.21833,1.21833,0
29.10.2016 18:00:00.000 GMT-0300,1.21833,1.21833,1.21833,1.21833,0
30.10.2016 18:00:00.000 GMT-0300,1.21729,1.22489,1.21436,1.22435,122213.6802
31.10.2016 18:00:00.000 GMT-0300,1.22435,1.22804,1.22057,1.22407,153628.77049999996
01.11.2016 18:00:00.000 GMT-0300,1.22405,1.23537,1.22203,1.23010,174942.82919999998
02.11.2016 18:00:00.000 GMT-0300,1.23010,1.24940,1.22966,1.24584,191461.65720000002
03.11.2016 18:00:00.000 GMT-0300,1.24604,1.25571,1.24449,1.25177,173285.68180000002
04.11.2016 18:00:00.000 GMT-0300,1.25177,1.25177,1.25177,1.25177,0
05.11.2016 18:00:00.000 GMT-0300,1.25177,1.25177,1.25177,1.25177,0
06.11.2016 19:00:00.000 GMT-0300,1.24515,1.24972,1.23792,1.23937,155340.99920000002
07.11.2016 19:00:00.000 GMT-0300,1.23936,1.24395,1.23610,1.23720,138518.4302
08.11.2016 19:00:00.000 GMT-0300,1.23711,1.25470,1.23528,1.24025,278928.21939999994
09.11.2016 19:00:00.000 GMT-0300,1.24025,1.25845,1.23772,1.25518,217772.2392
10.11.2016 19:00:00.000 GMT-0300,1.25518,1.26733,1.25252,1.25954,208775.1102
11.11.2016 19:00:00.000 GMT-0300,1.25954,1.25954,1.25954,1.25954,0
12.11.2016 19:00:00.000 GMT-0300,1.25954,1.25954,1.25954,1.25954,0
13.11.2016 19:00:00.000 GMT-0300,1.25625,1.25919,1.24440,1.24860,200996.26219999997
14.11.2016 19:00:00.000 GMT-0300,1.24862,1.25288,1.23802,1.24550,204310.199
15.11.2016 19:00:00.000 GMT-0300,1.24549,1.25021,1.24090,1.24389,200324.87039999999
16.11.2016 19:00:00.000 GMT-0300,1.24393,1.25048,1.24087,1.24107,179518.07089999996
17.11.2016 19:00:00.000 GMT-0300,1.24102,1.24360,1.23020,1.23366,200416.6779
18.11.2016 19:00:00.000 GMT-0300,1.23366,1.23366,1.23366,1.23366,0
19.11.2016 19:00:00.000 GMT-0300,1.23366,1.23366,1.23366,1.23366,0
20.11.2016 19:00:00.000 GMT-0300,1.23423,1.25114,1.23123,1.24881,190338.8095
21.11.2016 19:00:00.000 GMT-0300,1.24883,1.25124,1.23844,1.24223,151252.04890000005
22.11.2016 19:00:00.000 GMT-0300,1.24216,1.24687,1.23601,1.24371,159903.13069999998
23.11.2016 19:00:00.000 GMT-0300,1.24345,1.24945,1.24015,1.24448,155840.23760000005
24.11.2016 19:00:00.000 GMT-0300,1.24449,1.24853,1.24155,1.24843,168168.73749999996
25.11.2016 19:00:00.000 GMT-0300,1.24843,1.24843,1.24843,1.24843,0
26.11.2016 19:00:00.000 GMT-0300,1.24843,1.24843,1.24843,1.24843,0
27.11.2016 19:00:00.000 GMT-0300,1.24783,1.25311,1.23854,1.24128,165232.55129999996
28.11.2016 19:00:00.000 GMT-0300,1.24120,1.25256,1.23878,1.24892,151277.93049999996
29.11.2016 19:00:00.000 GMT-0300,1.24871,1.25230,1.24190,1.25039,185903.52929999997
30.11.2016 19:00:00.000 GMT-0300,1.25037,1.26956,1.25012,1.25875,182468.2107
01.12.2016 19:00:00.000 GMT-0300,1.25871,1.27367,1.25699,1.27265,159900.15809999997
02.12.2016 19:00:00.000 GMT-0300,1.27265,1.27265,1.27265,1.27265,0
03.12.2016 19:00:00.000 GMT-0300,1.27265,1.27265,1.27265,1.27265,0
04.12.2016 19:00:00.000 GMT-0300,1.26776,1.27449,1.26254,1.27305,206642.2995
05.12.2016 19:00:00.000 GMT-0300,1.27305,1.27744,1.26562,1.26760,155683.94010000004
06.12.2016 19:00:00.000 GMT-0300,1.26760,1.26826,1.25698,1.26238,134180.2796
07.12.2016 19:00:00.000 GMT-0300,1.26215,1.27044,1.25492,1.25830,164745.97869999998
08.12.2016 19:00:00.000 GMT-0300,1.25806,1.26204,1.25522,1.25646,129982.20979999997
09.12.2016 19:00:00.000 GMT-0300,1.25646,1.25646,1.25646,1.25646,0
10.12.2016 19:00:00.000 GMT-0300,1.25646,1.25646,1.25646,1.25646,0
11.12.2016 19:00:00.000 GMT-0300,1.25724,1.26992,1.25668,1.26718,147579.1415
12.12.2016 19:00:00.000 GMT-0300,1.26729,1.27277,1.26532,1.26564,162130.86059999999
13.12.2016 19:00:00.000 GMT-0300,1.26573,1.27228,1.25302,1.25593,192554.29950000002
14.12.2016 19:00:00.000 GMT-0300,1.25593,1.25676,1.23760,1.24160,223294.76239999998
15.12.2016 19:00:00.000 GMT-0300,1.24160,1.25098,1.23826,1.24856,173724.06
16.12.2016 19:00:00.000 GMT-0300,1.24856,1.24856,1.24856,1.24856,0
17.12.2016 19:00:00.000 GMT-0300,1.24856,1.24856,1.24856,1.24856,0
18.12.2016 19:00:00.000 GMT-0300,1.24756,1.25022,1.23551,1.23918,141692.20919999998
19.12.2016 19:00:00.000 GMT-0300,1.23933,1.24084,1.23126,1.23642,158090.08979999996
20.12.2016 19:00:00.000 GMT-0300,1.23635,1.23905,1.23237,1.23505,137542.93110000002
21.12.2016 19:00:00.000 GMT-0300,1.23503,1.23779,1.22765,1.22809,135300.01069999998
22.12.2016 19:00:00.000 GMT-0300,1.22808,1.22986,1.22284,1.22871,105525.41939999998
23.12.2016 19:00:00.000 GMT-0300,1.22871,1.22871,1.22871,1.22871,0
24.12.2016 19:00:00.000 GMT-0300,1.22871,1.22871,1.22871,1.22871,0
25.12.2016 19:00:00.000 GMT-0300,1.22562,1.23032,1.22534,1.22805,45146.249800000005
26.12.2016 19:00:00.000 GMT-0300,1.22775,1.22868,1.22406,1.22661,91791.9308
27.12.2016 19:00:00.000 GMT-0300,1.22661,1.22970,1.22006,1.22238,109841.13060000002
28.12.2016 19:00:00.000 GMT-0300,1.22230,1.22743,1.22091,1.22571,123135.57989999998
29.12.2016 19:00:00.000 GMT-0300,1.22572,1.23877,1.22455,1.23399,164080.92900000003
30.12.2016 19:00:00.000 GMT-0300,1.23399,1.23399,1.23399,1.23399,0
31.12.2016 19:00:00.000 GMT-0300,1.23399,1.23399,1.23399,1.23399,0
01.01.2017 19:00:00.000 GMT-0300,1.23202,1.23547,1.22717,1.22744,56133.0494
02.01.2017 19:00:00.000 GMT-0300,1.22736,1.23067,1.21994,1.22360,144182.13989999998
03.01.2017 19:00:00.000 GMT-0300,1.22359,1.23524,1.22210,1.23208,155177.9992
04.01.2017 19:00:00.000 GMT-0300,1.23216,1.24320,1.22699,1.24147,198496.0409
05.01.2017 19:00:00.000 GMT-0300,1.24129,1.24307,1.22610,1.22798,164345.59030000004
06.01.2017 19:00:00.000 GMT-0300,1.22798,1.22798,1.22798,1.22798,0
07.01.2017 19:00:00.000 GMT-0300,1.22798,1.22798,1.22798,1.22798,0
08.01.2017 19:00:00.000 GMT-0300,1.22487,1.22707,1.21239,1.21581,165677.6302
09.01.2017 19:00:00.000 GMT-0300,1.21577,1.21898,1.21069,1.21752,179421.33099999995
10.01.2017 19:00:00.000 GMT-0300,1.21752,1.22720,1.20380,1.22085,215936.66060000003
11.01.2017 19:00:00.000 GMT-0300,1.22085,1.23168,1.21522,1.21604,201453.2484
12.01.2017 19:00:00.000 GMT-0300,1.21604,1.22327,1.21211,1.21750,181546.01060000004
13.01.2017 19:00:00.000 GMT-0300,1.21750,1.21750,1.21750,1.21750,0
14.01.2017 19:00:00.000 GMT-0300,1.21750,1.21750,1.21750,1.21750,0
15.01.2017 19:00:00.000 GMT-0300,1.19972,1.20851,1.19870,1.20411,165406.39960000003
16.01.2017 19:00:00.000 GMT-0300,1.20403,1.24150,1.20168,1.24128,240653.08690000002
17.01.2017 19:00:00.000 GMT-0300,1.24123,1.24134,1.22541,1.22574,207033.66019999998
18.01.2017 19:00:00.000 GMT-0300,1.22568,1.23426,1.22524,1.23418,215467.0405
19.01.2017 19:00:00.000 GMT-0300,1.23418,1.23802,1.22605,1.23741,216000.17890000003
20.01.2017 19:00:00.000 GMT-0300,1.23741,1.23741,1.23741,1.23741,0
21.01.2017 19:00:00.000 GMT-0300,1.23741,1.23741,1.23741,1.23741,0
22.01.2017 19:00:00.000 GMT-0300,1.23751,1.25378,1.23704,1.25320,185420.35159999997
23.01.2017 19:00:00.000 GMT-0300,1.25320,1.25443,1.24185,1.25194,196288.27920000002
24.01.2017 19:00:00.000 GMT-0300,1.25194,1.26383,1.24908,1.26303,192482.36909999998
25.01.2017 19:00:00.000 GMT-0300,1.26303,1.26731,1.25564,1.25914,203652.24949999998
26.01.2017 19:00:00.000 GMT-0300,1.25927,1.26052,1.25173,1.25447,185657.08019999997
27.01.2017 19:00:00.000 GMT-0300,1.25447,1.25447,1.25447,1.25447,0
28.01.2017 19:00:00.000 GMT-0300,1.25447,1.25447,1.25447,1.25447,0
29.01.2017 19:00:00.000 GMT-0300,1.25834,1.26002,1.24658,1.24840,155254.82900000003
30.01.2017 19:00:00.000 GMT-0300,1.24839,1.25963,1.24122,1.25777,195785.0502
31.01.2017 19:00:00.000 GMT-0300,1.25759,1.26796,1.25429,1.26568,186526.20859999998
01.02.2017 19:00:00.000 GMT-0300,1.26568,1.27060,1.25180,1.25236,177468.3083
02.02.2017 19:00:00.000 GMT-0300,1.25241,1.25377,1.24592,1.24765,167280.662
03.02.2017 19:00:00.000 GMT-0300,1.24765,1.24765,1.24765,1.24765,0
04.02.2017 19:00:00.000 GMT-0300,1.24765,1.24765,1.24765,1.24765,0
05.02.2017 19:00:00.000 GMT-0300,1.24844,1.24985,1.24273,1.24651,157007.28889999999
06.02.2017 19:00:00.000 GMT-0300,1.24640,1.25462,1.23467,1.25075,168629.0198
07.02.2017 19:00:00.000 GMT-0300,1.25073,1.25496,1.24746,1.25410,168292.6209
08.02.2017 19:00:00.000 GMT-0300,1.25410,1.25821,1.24910,1.24942,156778.7899
09.02.2017 19:00:00.000 GMT-0300,1.24930,1.25210,1.24396,1.24835,166485.96959999995
10.02.2017 19:00:00.000 GMT-0300,1.24835,1.24835,1.24835,1.24835,0
11.02.2017 19:00:00.000 GMT-0300,1.24835,1.24835,1.24835,1.24835,0
12.02.2017 19:00:00.000 GMT-0300,1.24582,1.25390,1.24579,1.25239,146814.0808
13.02.2017 19:00:00.000 GMT-0300,1.25248,1.25483,1.24434,1.24664,163220.23010000002
14.02.2017 19:00:00.000 GMT-0300,1.24654,1.24808,1.23828,1.24589,166883.4919
15.02.2017 19:00:00.000 GMT-0300,1.24564,1.25234,1.24539,1.24887,156657.80999999997
16.02.2017 19:00:00.000 GMT-0300,1.24882,1.25107,1.23878,1.24069,156860.4983
17.02.2017 19:00:00.000 GMT-0300,1.24069,1.24069,1.24069,1.24069,0
18.02.2017 19:00:00.000 GMT-0300,1.24069,1.24069,1.24069,1.24069,0
19.02.2017 19:00:00.000 GMT-0300,1.24043,1.24825,1.24043,1.24597,122175.6092
20.02.2017 19:00:00.000 GMT-0300,1.24579,1.24806,1.24015,1.24730,144386.67130000002
21.02.2017 19:00:00.000 GMT-0300,1.24724,1.25077,1.24195,1.24419,158616.07919999998
22.02.2017 19:00:00.000 GMT-0300,1.24439,1.25612,1.24273,1.25561,144747.5694
23.02.2017 19:00:00.000 GMT-0300,1.25561,1.25698,1.24478,1.24561,136372.40129999997
24.02.2017 19:00:00.000 GMT-0300,1.24561,1.24561,1.24561,1.24561,0
25.02.2017 19:00:00.000 GMT-0300,1.24561,1.24561,1.24561,1.24561,0
26.02.2017 19:00:00.000 GMT-0300,1.24704,1.24785,1.23838,1.24426,143646.5296
27.02.2017 19:00:00.000 GMT-0300,1.24407,1.24703,1.23748,1.23800,145108.42940000002
28.02.2017 19:00:00.000 GMT-0300,1.23800,1.24043,1.22796,1.22922,164580.9382
01.03.2017 19:00:00.000 GMT-0300,1.22922,1.23076,1.22425,1.22650,138396.8096
02.03.2017 19:00:00.000 GMT-0300,1.22648,1.22998,1.22142,1.22915,147799.8403
03.03.2017 19:00:00.000 GMT-0300,1.22915,1.22915,1.22915,1.22915,0
04.03.2017 19:00:00.000 GMT-0300,1.22915,1.22915,1.22915,1.22915,0
05.03.2017 19:00:00.000 GMT-0300,1.22839,1.23004,1.22241,1.22352,120583.1493
06.03.2017 19:00:00.000 GMT-0300,1.22345,1.22522,1.21691,1.21984,134796.30890000003
07.03.2017 19:00:00.000 GMT-0300,1.21984,1.22137,1.21391,1.21650,135200.9901
08.03.2017 19:00:00.000 GMT-0300,1.21651,1.21951,1.21344,1.21642,152738.08930000002
09.03.2017 19:00:00.000 GMT-0300,1.21633,1.21883,1.21395,1.21636,139376.59059999997
10.03.2017 19:00:00.000 GMT-0300,1.21636,1.21636,1.21636,1.21636,0
11.03.2017 19:00:00.000 GMT-0300,1.21636,1.21636,1.21636,1.21636,0
12.03.2017 18:00:00.000 GMT-0300,1.21579,1.22508,1.21501,1.22178,151928.91059999997
13.03.2017 18:00:00.000 GMT-0300,1.22172,1.22216,1.21092,1.21487,132503.35969999997
14.03.2017 18:00:00.000 GMT-0300,1.21485,1.23091,1.21464,1.22911,168435.86020000002
15.03.2017 18:00:00.000 GMT-0300,1.22904,1.23769,1.22413,1.23586,172141.36000000004
16.03.2017 18:00:00.000 GMT-0300,1.23586,1.24047,1.23237,1.23945,138573.26009999998
17.03.2017 18:00:00.000 GMT-0300,1.23945,1.23945,1.23945,1.23945,0
18.03.2017 18:00:00.000 GMT-0300,1.23945,1.23945,1.23945,1.23945,0
19.03.2017 18:00:00.000 GMT-0300,1.23810,1.24354,1.23350,1.23578,116830.10940000002
20.03.2017 18:00:00.000 GMT-0300,1.23573,1.24944,1.23404,1.24769,151478.6303
21.03.2017 18:00:00.000 GMT-0300,1.24773,1.25060,1.24239,1.24830,137078.01980000004
22.03.2017 18:00:00.000 GMT-0300,1.24819,1.25307,1.24630,1.25199,139713.0787
23.03.2017 18:00:00.000 GMT-0300,1.25199,1.25209,1.24690,1.24710,118732.8995
24.03.2017 18:00:00.000 GMT-0300,1.24710,1.24710,1.24710,1.24710,0
25.03.2017 18:00:00.000 GMT-0300,1.24710,1.24710,1.24710,1.24710,0
26.03.2017 18:00:00.000 GMT-0300,1.24914,1.26151,1.24897,1.25572,136049.6297
27.03.2017 18:00:00.000 GMT-0300,1.25571,1.25962,1.24410,1.24473,130537.05019999998
28.03.2017 18:00:00.000 GMT-0300,1.24459,1.24760,1.23767,1.24347,155497.28999999998
29.03.2017 18:00:00.000 GMT-0300,1.24351,1.25241,1.24028,1.24676,129893.36959999999
30.03.2017 18:00:00.000 GMT-0300,1.24674,1.25581,1.24333,1.25512,145387.8391
31.03.2017 18:00:00.000 GMT-0300,1.25512,1.25512,1.25512,1.25512,0
01.04.2017 18:00:00.000 GMT-0300,1.25512,1.25512,1.25512,1.25512,0
02.04.2017 18:00:00.000 GMT-0300,1.25424,1.25558,1.24655,1.24839,119554.83950000002
03.04.2017 18:00:00.000 GMT-0300,1.24842,1.24952,1.24189,1.24382,121767.28970000001
04.04.2017 18:00:00.000 GMT-0300,1.24380,1.24979,1.24228,1.24820,137785.47059999997
05.04.2017 18:00:00.000 GMT-0300,1.24818,1.25057,1.24506,1.24677,127014.39980000003
06.04.2017 18:00:00.000 GMT-0300,1.24674,1.24775,1.23652,1.23678,158250.55030000006
07.04.2017 18:00:00.000 GMT-0300,1.23678,1.23678,1.23678,1.23678,0
08.04.2017 18:00:00.000 GMT-0300,1.23678,1.23678,1.23678,1.23678,0
09.04.2017 18:00:00.000 GMT-0300,1.23802,1.24286,1.23657,1.24117,116711.1898
10.04.2017 18:00:00.000 GMT-0300,1.24116,1.24944,1.24035,1.24893,140634.29009999998
11.04.2017 18:00:00.000 GMT-0300,1.24891,1.25483,1.24801,1.25387,152729.00939999998
12.04.2017 18:00:00.000 GMT-0300,1.25370,1.25742,1.25000,1.25008,148086.46959999998
13.04.2017 18:00:00.000 GMT-0300,1.25007,1.25346,1.24970,1.25172,97779.4308
14.04.2017 18:00:00.000 GMT-0300,1.25172,1.25172,1.25172,1.25172,0
15.04.2017 18:00:00.000 GMT-0300,1.25172,1.25172,1.25172,1.25172,0
16.04.2017 18:00:00.000 GMT-0300,1.25271,1.25959,1.25240,1.25631,98050.0895
17.04.2017 18:00:00.000 GMT-0300,1.25638,1.29053,1.25151,1.28400,200510.8192
18.04.2017 18:00:00.000 GMT-0300,1.28398,1.28603,1.27701,1.27772,163358.76090000002
19.04.2017 18:00:00.000 GMT-0300,1.27773,1.28471,1.27724,1.28090,150738.14059999998
20.04.2017 18:00:00.000 GMT-0300,1.28090,1.28345,1.27567,1.28022,134883.0198
21.04.2017 18:00:00.000 GMT-0300,1.28022,1.28022,1.28022,1.28022,0
22.04.2017 18:00:00.000 GMT-0300,1.28022,1.28022,1.28022,1.28022,0
23.04.2017 18:00:00.000 GMT-0300,1.28325,1.28394,1.27721,1.27943,154049.22959999996
24.04.2017 18:00:00.000 GMT-0300,1.27943,1.28456,1.27749,1.28414,151042.23990000002
25.04.2017 18:00:00.000 GMT-0300,1.28409,1.28633,1.28048,1.28464,160407.0594
26.04.2017 18:00:00.000 GMT-0300,1.28466,1.29171,1.28392,1.29036,155602.20090000003
27.04.2017 18:00:00.000 GMT-0300,1.29035,1.29648,1.28885,1.29476,166086.91020000004
28.04.2017 18:00:00.000 GMT-0300,1.29476,1.29476,1.29476,1.29476,0
29.04.2017 18:00:00.000 GMT-0300,1.29476,1.29476,1.29476,1.29476,0
30.04.2017 18:00:00.000 GMT-0300,1.29267,1.29431,1.28822,1.28838,89800.80959999998
01.05.2017 18:00:00.000 GMT-0300,1.28839,1.29394,1.28641,1.29382,116375.69010000002
02.05.2017 18:00:00.000 GMT-0300,1.29382,1.29474,1.28652,1.28663,133094.82919999998
03.05.2017 18:00:00.000 GMT-0300,1.28666,1.29319,1.28308,1.29214,137657.02210000003
04.05.2017 18:00:00.000 GMT-0300,1.29214,1.29837,1.29001,1.29753,136871.8412
05.05.2017 18:00:00.000 GMT-0300,1.29753,1.29753,1.29753,1.29753,0
06.05.2017 18:00:00.000 GMT-0300,1.29753,1.29753,1.29753,1.29753,0
07.05.2017 18:00:00.000 GMT-0300,1.29817,1.29888,1.29298,1.29363,139921.66869999998
08.05.2017 18:00:00.000 GMT-0300,1.29364,1.29608,1.29026,1.29307,154070.29110000003
09.05.2017 18:00:00.000 GMT-0300,1.29306,1.29879,1.29276,1.29375,145614.4491
10.05.2017 18:00:00.000 GMT-0300,1.29375,1.29484,1.28491,1.28867,166518.22009999998
11.05.2017 18:00:00.000 GMT-0300,1.28849,1.28995,1.28447,1.28848,157315.6195
12.05.2017 18:00:00.000 GMT-0300,1.28848,1.28848,1.28848,1.28848,0
13.05.2017 18:00:00.000 GMT-0300,1.28848,1.28848,1.28848,1.28848,0
14.05.2017 18:00:00.000 GMT-0300,1.28752,1.29405,1.28752,1.28920,147730.57129999998
15.05.2017 18:00:00.000 GMT-0300,1.28920,1.29571,1.28654,1.29155,157366.36949999997
16.05.2017 18:00:00.000 GMT-0300,1.29155,1.29906,1.29058,1.29690,166135.78929999997
17.05.2017 18:00:00.000 GMT-0300,1.29689,1.30476,1.28892,1.29348,188982.42019999996
18.05.2017 18:00:00.000 GMT-0300,1.29333,1.30398,1.29198,1.30349,152028.95879999996
19.05.2017 18:00:00.000 GMT-0300,1.30349,1.30349,1.30349,1.30349,0
20.05.2017 18:00:00.000 GMT-0300,1.30349,1.30349,1.30349,1.30349,0
21.05.2017 18:00:00.000 GMT-0300,1.29901,1.30429,1.29654,1.29998,153473.3903
22.05.2017 18:00:00.000 GMT-0300,1.29988,1.30335,1.29529,1.29603,160851.2811
23.05.2017 18:00:00.000 GMT-0300,1.29603,1.29988,1.29270,1.29725,140322.94900000002
24.05.2017 18:00:00.000 GMT-0300,1.29726,1.30149,1.29316,1.29405,123356.53009999999
25.05.2017 18:00:00.000 GMT-0300,1.29401,1.29468,1.27754,1.28032,141173.37090000004
26.05.2017 18:00:00.000 GMT-0300,1.28032,1.28032,1.28032,1.28032,0
