Date,Country,State,Location,Pure Gold (24 k),Standard Gold (22 K)
11/23/2010,India,Tamilnadu,Chennai,2033,1891
11/23/2010,India,Tamilnadu,Chennai,2014,1876
11/24/2010,India,Tamilnadu,Chennai,2033,1907
11/24/2010,India,Tamilnadu,Chennai,2050.5,1907
11/25/2010,India,Tamilnadu,Chennai,2044,1901
11/26/2010,India,Tamilnadu,Chennai,2047,1904
11/26/2010,India,Tamilnadu,Chennai,2044,1904
11/27/2010,India,Tamilnadu,Chennai,2044,1901
11/27/2010,India,Tamilnadu,Chennai,2044,1901
11/29/2010,India,Tamilnadu,Chennai,2044.5,1901
11/29/2010,India,Tamilnadu,Chennai,2047,1901
11/30/2010,India,Tamilnadu,Chennai,2044.5,1908
11/30/2010,India,Tamilnadu,Chennai,2064,1920
12/1/2010,India,Tamilnadu,Chennai,2070.5,1926
12/2/2010,India,Tamilnadu,Chennai,2063,1919
12/2/2010,India,Tamilnadu,Chennai,2070,1930
12/3/2010,India,Tamilnadu,Chennai,2063,1910
12/3/2010,India,Tamilnadu,Chennai,2054.5,1911
12/4/2010,India,Tamilnadu,Chennai,2076.5,1931
12/4/2010,India,Tamilnadu,Chennai,2054,1931
12/6/2010,India,Tamilnadu,Chennai,2054.5,1931
12/6/2010,India,Tamilnadu,Chennai,2076.5,1931
12/7/2010,India,Tamilnadu,Chennai,2080,1934
12/7/2010,India,Tamilnadu,Chennai,2054.5,1936
12/8/2010,India,Tamilnadu,Chennai,2054.5,1911
12/8/2010,India,Tamilnadu,Chennai,2058.5,1914
12/9/2010,India,Tamilnadu,Chennai,2055.5,1912
12/9/2010,India,Tamilnadu,Chennai,2058.5,1911
12/10/2010,India,Tamilnadu,Chennai,2055.5,1936
12/10/2010,India,Tamilnadu,Chennai,2054,1910
12/11/2010,India,Tamilnadu,Chennai,2046.5,1903
12/11/2010,India,Tamilnadu,Chennai,2055.5,1936
12/13/2010,India,Tamilnadu,Chennai,2049.5,1906
12/13/2010,India,Tamilnadu,Chennai,2049.5,1906
12/14/2010,India,Tamilnadu,Chennai,2066,1921
12/14/2010,India,Tamilnadu,Chennai,2054,1906
12/15/2010,India,Tamilnadu,Chennai,2066,1920
12/15/2010,India,Tamilnadu,Chennai,2062,1918
12/16/2010,India,Tamilnadu,Chennai,2053,1909
12/16/2010,India,Tamilnadu,Chennai,2067,1923
12/17/2010,India,Tamilnadu,Chennai,2053,1904
12/17/2010,India,Tamilnadu,Chennai,2046,1903
12/18/2010,India,Tamilnadu,Chennai,2049,1906
12/18/2010,India,Tamilnadu,Chennai,2053,1904
12/19/2010,India,Tamilnadu,Chennai,2053,1904
12/20/2010,India,Tamilnadu,Chennai,2053,1906
12/20/2010,India,Tamilnadu,Chennai,2055,1911
12/21/2010,India,Tamilnadu,Chennai,2054.5,1911
12/21/2010,India,Tamilnadu,Chennai,2055,1906
12/22/2010,India,Tamilnadu,Chennai,2054,1906
12/22/2010,India,Tamilnadu,Chennai,2049.5,1906
12/23/2010,India,Tamilnadu,Chennai,2045,1902
12/23/2010,India,Tamilnadu,Chennai,2049,1901
12/24/2010,India,Tamilnadu,Chennai,2045,1902
12/24/2010,India,Tamilnadu,Chennai,2045.5,1901
12/25/2010,India,Tamilnadu,Chennai,2046,1903
12/26/2010,India,Tamilnadu,Chennai,2045,1923
12/27/2010,India,Tamilnadu,Chennai,2045,1903
12/27/2010,India,Tamilnadu,Chennai,2045.5,1902
12/28/2010,India,Tamilnadu,Chennai,2055,1911
12/28/2010,India,Tamilnadu,Chennai,2045,1903
12/29/2010,India,Tamilnadu,Chennai,2055,1913
12/29/2010,India,Tamilnadu,Chennai,2072,1927
12/30/2010,India,Tamilnadu,Chennai,2074.5,1929
12/30/2010,India,Tamilnadu,Chennai,2072,1930
12/31/2010,India,Tamilnadu,Chennai,2066,1921
1/1/2011,India,Tamilnadu,Chennai,2074,1923
1/2/2011,India,Tamilnadu,Chennai,2066,1928
1/3/2011,India,Tamilnadu,Chennai,2066,1928
1/4/2011,India,Tamilnadu,Chennai,2074,1936
1/5/2011,India,Tamilnadu,Chennai,2047.5,1930
1/6/2011,India,Tamilnadu,Chennai,2048,1899
1/7/2011,India,Tamilnadu,Chennai,2048,1899
1/8/2011,India,Tamilnadu,Chennai,2029,1889
1/9/2011,India,Tamilnadu,Chennai,2066,1928
1/10/2011,India,Tamilnadu,Chennai,2066,1928
1/11/2011,India,Tamilnadu,Chennai,2042,1898
1/12/2011,India,Tamilnadu,Chennai,2042,1902
1/13/2011,India,Tamilnadu,Chennai,2042,1898
1/14/2011,India,Tamilnadu,Chennai,2043,1898
1/15/2011,India,Tamilnadu,Chennai,2044,1899
1/16/2011,India,Tamilnadu,Chennai,2044,1899
1/17/2011,India,Tamilnadu,Chennai,2044.5,1890
1/18/2011,India,Tamilnadu,Chennai,2030,1890
1/19/2011,India,Tamilnadu,Chennai,2032,1894
1/20/2011,India,Tamilnadu,Chennai,2035,1897
1/21/2011,India,Tamilnadu,Chennai,2036.5,1872
1/22/2011,India,Tamilnadu,Chennai,2036.5,1872
1/24/2011,India,Tamilnadu,Chennai,2036,1872
1/25/2011,India,Tamilnadu,Chennai,2019.5,1879
1/26/2011,India,Tamilnadu,Chennai,2020.5,1853
1/27/2011,India,Tamilnadu,Chennai,2015.5,1869
1/28/2011,India,Tamilnadu,Chennai,2006.5,1869
1/29/2011,India,Tamilnadu,Chennai,1977.5,1869
1/30/2011,India,Tamilnadu,Chennai,1977.5,1869
1/31/2011,India,Tamilnadu,Chennai,1977.5,1869
2/1/2011,India,Tamilnadu,Chennai,2008.5,1870
2/2/2011,India,Tamilnadu,Chennai,2008.5,1870
2/3/2011,India,Tamilnadu,Chennai,2000.5,1864
2/4/2011,India,Tamilnadu,Chennai,2004.5,1855
2/5/2011,India,Tamilnadu,Chennai,2013.5,1875
2/7/2011,India,Tamilnadu,Chennai,2011.5,1871
2/8/2011,India,Tamilnadu,Chennai,2011.5,1871
2/9/2011,India,Tamilnadu,Chennai,2013.5,1870
2/10/2011,India,Tamilnadu,Chennai,2026.5,1881
2/11/2011,India,Tamilnadu,Chennai,2022.5,1871
2/12/2011,India,Tamilnadu,Chennai,2011.5,1898
2/13/2011,India,Tamilnadu,Chennai,2036.5,1886
2/14/2011,India,Tamilnadu,Chennai,2036.5,1886
2/15/2011,India,Tamilnadu,Chennai,2024.5,1885
2/16/2011,India,Tamilnadu,Chennai,2029.5,1887
2/17/2011,India,Tamilnadu,Chennai,2046.5,1906
2/18/2011,India,Tamilnadu,Chennai,2046.5,1907
2/19/2011,India,Tamilnadu,Chennai,2046.5,1907
2/21/2011,India,Tamilnadu,Chennai,2052.5,1916
2/22/2011,India,Tamilnadu,Chennai,2065.5,1927
2/23/2011,India,Tamilnadu,Chennai,2060.5,1927
2/24/2011,India,Tamilnadu,Chennai,2069.5,1925
2/25/2011,India,Tamilnadu,Chennai,2091,1907
2/26/2011,India,Tamilnadu,Chennai,2091,1925
2/27/2011,India,Tamilnadu,Chennai,2091,1925
2/28/2011,India,Tamilnadu,Chennai,2084,1944
3/1/2011,India,Tamilnadu,Chennai,2084.5,1940
3/2/2011,India,Tamilnadu,Chennai,2086,1960
3/3/2011,India,Tamilnadu,Chennai,2104.5,1965
3/4/2011,India,Tamilnadu,Chennai,2104.5,1965
3/5/2011,India,Tamilnadu,Chennai,2088,1942
3/6/2011,India,Tamilnadu,Chennai,2088,1942
3/7/2011,India,Tamilnadu,Chennai,2088,1942
3/8/2011,India,Tamilnadu,Chennai,2088,1960
3/9/2011,India,Tamilnadu,Chennai,2103,1960
3/10/2011,India,Tamilnadu,Chennai,2100,1953
3/11/2011,India,Tamilnadu,Chennai,2100,1960
3/12/2011,India,Tamilnadu,Chennai,2100,1960
3/13/2011,India,Tamilnadu,Chennai,2100,1960
3/14/2011,India,Tamilnadu,Chennai,2097,1952
3/15/2011,India,Tamilnadu,Chennai,2101,1954
3/16/2011,India,Tamilnadu,Chennai,2087,1946
3/17/2011,India,Tamilnadu,Chennai,2069,1925
3/18/2011,India,Tamilnadu,Chennai,2069,1925
3/19/2011,India,Tamilnadu,Chennai,2069,1925
3/20/2011,India,Tamilnadu,Chennai,2069,1925
3/21/2011,India,Tamilnadu,Chennai,2069,1943
3/22/2011,India,Tamilnadu,Chennai,2100,1953
3/23/2011,India,Tamilnadu,Chennai,2100,1951
3/24/2011,India,Tamilnadu,Chennai,2100,1951
3/25/2011,India,Tamilnadu,Chennai,2105,1949
3/26/2011,India,Tamilnadu,Chennai,2104,1949
3/27/2011,India,Tamilnadu,Chennai,2094,1949
3/28/2011,India,Tamilnadu,Chennai,2094,1949
3/29/2011,India,Tamilnadu,Chennai,2083,1940
3/30/2011,India,Tamilnadu,Chennai,2073,1930
3/31/2011,India,Tamilnadu,Chennai,2079,1930
4/1/2011,India,Tamilnadu,Chennai,2090,1942
4/2/2011,India,Tamilnadu,Chennai,2090,1942
4/3/2011,India,Tamilnadu,Chennai,2090,1942
4/4/2011,India,Tamilnadu,Chennai,2090,1942
4/5/2011,India,Tamilnadu,Chennai,2087,1943
4/6/2011,India,Tamilnadu,Chennai,2088,1942
4/7/2011,India,Tamilnadu,Chennai,2105,1957
4/8/2011,India,Tamilnadu,Chennai,2104,1957
4/9/2011,India,Tamilnadu,Chennai,2123.5,1975
4/10/2011,India,Tamilnadu,Chennai,2117,1975
4/11/2011,India,Tamilnadu,Chennai,2117,1980
4/12/2011,India,Tamilnadu,Chennai,2117,1975
4/13/2011,India,Tamilnadu,Chennai,2123,1969
4/14/2011,India,Tamilnadu,Chennai,2122,1969
4/15/2011,India,Tamilnadu,Chennai,2122,1995
4/16/2011,India,Tamilnadu,Chennai,2141,2003
4/17/2011,India,Tamilnadu,Chennai,2141,2003
4/18/2011,India,Tamilnadu,Chennai,2154,2003
4/19/2011,India,Tamilnadu,Chennai,2153,2002
4/20/2011,India,Tamilnadu,Chennai,2176,2022
4/21/2011,India,Tamilnadu,Chennai,2178,2025
4/22/2011,India,Tamilnadu,Chennai,2183,2037
4/23/2011,India,Tamilnadu,Chennai,2183,2037
4/24/2011,India,Tamilnadu,Chennai,2183,2037
4/25/2011,India,Tamilnadu,Chennai,2193,2040
4/26/2011,India,Tamilnadu,Chennai,2187,2034
4/27/2011,India,Tamilnadu,Chennai,2194,2040
4/28/2011,India,Tamilnadu,Chennai,2218,2063
4/29/2011,India,Tamilnadu,Chennai,2228,2072
4/30/2011,India,Tamilnadu,Chennai,2266.5,2108
5/1/2011,India,Tamilnadu,Chennai,2194.5,2108
5/2/2011,India,Tamilnadu,Chennai,2257,2089
5/3/2011,India,Tamilnadu,Chennai,2257,2089
5/4/2011,India,Tamilnadu,Chennai,2251,2094
5/5/2011,India,Tamilnadu,Chennai,2240,2082
5/6/2011,India,Tamilnadu,Chennai,2239,2064
5/7/2011,India,Tamilnadu,Chennai,2187,1985
5/8/2011,India,Tamilnadu,Chennai,2187,1985
5/9/2011,India,Tamilnadu,Chennai,2206.5,2024
5/10/2011,India,Tamilnadu,Chennai,2206,2050
5/11/2011,India,Tamilnadu,Chennai,2223,2054
5/12/2011,India,Tamilnadu,Chennai,2229,2055
5/13/2011,India,Tamilnadu,Chennai,2229,2055
5/14/2011,India,Tamilnadu,Chennai,2223,2044
5/15/2011,India,Tamilnadu,Chennai,2223,2044
5/16/2011,India,Tamilnadu,Chennai,2223,2044
5/17/2011,India,Tamilnadu,Chennai,2211,2047
5/18/2011,India,Tamilnadu,Chennai,2203,2049
5/19/2011,India,Tamilnadu,Chennai,2203,2044
5/20/2011,India,Tamilnadu,Chennai,2201,2044
5/21/2011,India,Tamilnadu,Chennai,2211,2071
5/22/2011,India,Tamilnadu,Chennai,2211,2071
5/23/2011,India,Tamilnadu,Chennai,2211,2071
5/24/2011,India,Tamilnadu,Chennai,2240,2091
5/25/2011,India,Tamilnadu,Chennai,2251,2100
5/26/2011,India,Tamilnadu,Chennai,2271,2123
5/27/2011,India,Tamilnadu,Chennai,2260,2113
5/28/2011,India,Tamilnadu,Chennai,2274,2126
5/30/2011,India,Tamilnadu,Chennai,2268.5,2121
5/31/2011,India,Tamilnadu,Chennai,2272.5,2125
6/1/2011,India,Tamilnadu,Chennai,2272,2123
6/2/2011,India,Tamilnadu,Chennai,2248,2121
6/3/2011,India,Tamilnadu,Chennai,2255,2121
6/4/2011,India,Tamilnadu,Chennai,2268,2114
6/5/2011,India,Tamilnadu,Chennai,2268,2114
6/6/2011,India,Tamilnadu,Chennai,2268,2114
6/7/2011,India,Tamilnadu,Chennai,2263,2114
6/8/2011,India,Tamilnadu,Chennai,2266,2114
6/9/2011,India,Tamilnadu,Chennai,2248,2109
6/10/2011,India,Tamilnadu,Chennai,2251,2109
6/11/2011,India,Tamilnadu,Chennai,2262,2101
6/12/2011,India,Tamilnadu,Chennai,2262,2101
6/13/2011,India,Tamilnadu,Chennai,2262,2101
6/14/2011,India,Tamilnadu,Chennai,2251,2105
6/15/2011,India,Tamilnadu,Chennai,2243,2105
6/16/2011,India,Tamilnadu,Chennai,2227,2088
6/17/2011,India,Tamilnadu,Chennai,2244,2088
6/18/2011,India,Tamilnadu,Chennai,2245,2100
6/19/2011,India,Tamilnadu,Chennai,2245,2100
6/20/2011,India,Tamilnadu,Chennai,2245,2100
6/21/2011,India,Tamilnadu,Chennai,2269,2120
6/22/2011,India,Tamilnadu,Chennai,2271,2124
6/23/2011,India,Tamilnadu,Chennai,2273,2124
6/24/2011,India,Tamilnadu,Chennai,2271,2123
6/25/2011,India,Tamilnadu,Chennai,2243,2075
6/26/2011,India,Tamilnadu,Chennai,2243,2075
6/27/2011,India,Tamilnadu,Chennai,2243,2075
6/28/2011,India,Tamilnadu,Chennai,2217,2077
6/29/2011,India,Tamilnadu,Chennai,2216,2076
6/30/2011,India,Tamilnadu,Chennai,2220,2073
7/1/2011,India,Tamilnadu,Chennai,2220,2073
7/2/2011,India,Tamilnadu,Chennai,2181,2030
7/3/2011,India,Tamilnadu,Chennai,2181,2030
7/4/2011,India,Tamilnadu,Chennai,2181,2030
7/5/2011,India,Tamilnadu,Chennai,2175,2030
7/6/2011,India,Tamilnadu,Chennai,2182,2038
7/7/2011,India,Tamilnadu,Chennai,2207,2084
7/8/2011,India,Tamilnadu,Chennai,2225,2084
7/9/2011,India,Tamilnadu,Chennai,2228,2096
7/10/2011,India,Tamilnadu,Chennai,2228,2096
7/11/2011,India,Tamilnadu,Chennai,2228,2096
7/12/2011,India,Tamilnadu,Chennai,2251,2100
7/13/2011,India,Tamilnadu,Chennai,2265,2135
7/14/2011,India,Tamilnadu,Chennai,2295,2157
7/15/2011,India,Tamilnadu,Chennai,2321,2157
7/16/2011,India,Tamilnadu,Chennai,2321,2157
7/17/2011,India,Tamilnadu,Chennai,2321,2172
7/18/2011,India,Tamilnadu,Chennai,2321,2172
7/19/2011,India,Tamilnadu,Chennai,2334,2178
7/20/2011,India,Tamilnadu,Chennai,2338,2190
7/21/2011,India,Tamilnadu,Chennai,2312,2166
7/22/2011,India,Tamilnadu,Chennai,2331,2182
7/23/2011,India,Tamilnadu,Chennai,2331,2172
7/24/2011,India,Tamilnadu,Chennai,2308,2172
7/25/2011,India,Tamilnadu,Chennai,2308,2172
7/26/2011,India,Tamilnadu,Chennai,2355,2195
7/27/2011,India,Tamilnadu,Chennai,2335,2183
7/28/2011,India,Tamilnadu,Chennai,2338,2183
7/29/2011,India,Tamilnadu,Chennai,2334,2183
7/30/2011,India,Tamilnadu,Chennai,2334,2184
7/31/2011,India,Tamilnadu,Chennai,2334,2184
8/1/2011,India,Tamilnadu,Chennai,2334,2184
8/2/2011,India,Tamilnadu,Chennai,2334,2182
8/3/2011,India,Tamilnadu,Chennai,2356,2250
8/4/2011,India,Tamilnadu,Chennai,2356,2250
8/5/2011,India,Tamilnadu,Chennai,2421,2263
8/6/2011,India,Tamilnadu,Chennai,2424,2276
8/7/2011,India,Tamilnadu,Chennai,2445,2276
8/8/2011,India,Tamilnadu,Chennai,2445,2276
8/9/2011,India,Tamilnadu,Chennai,2515,2396
8/10/2011,India,Tamilnadu,Chennai,2525,2438
8/11/2011,India,Tamilnadu,Chennai,2615,2438
8/12/2011,India,Tamilnadu,Chennai,2603,2479
8/13/2011,India,Tamilnadu,Chennai,2644,2422
8/14/2011,India,Tamilnadu,Chennai,2644,2422
8/15/2011,India,Tamilnadu,Chennai,2644,2422
8/16/2011,India,Tamilnadu,Chennai,2644,2422
8/17/2011,India,Tamilnadu,Chennai,2638,2439
8/18/2011,India,Tamilnadu,Chennai,2664,2477
8/19/2011,India,Tamilnadu,Chennai,2664,2498
8/20/2011,India,Tamilnadu,Chennai,2678,2585
8/21/2011,India,Tamilnadu,Chennai,2798,2622
8/22/2011,India,Tamilnadu,Chennai,2798,2636
8/23/2011,India,Tamilnadu,Chennai,2830,2636
8/24/2011,India,Tamilnadu,Chennai,2812,2661
8/25/2011,India,Tamilnadu,Chennai,2812,2581
8/26/2011,India,Tamilnadu,Chennai,2598,2464
8/27/2011,India,Tamilnadu,Chennai,2720,2542
8/28/2011,India,Tamilnadu,Chennai,2740,2542
8/29/2011,India,Tamilnadu,Chennai,2700,2560
8/30/2011,India,Tamilnadu,Chennai,2700,2560
8/31/2011,India,Tamilnadu,Chennai,2729,2519
9/1/2011,India,Tamilnadu,Chennai,2729,2519
9/2/2011,India,Tamilnadu,Chennai,2699,2583
9/3/2011,India,Tamilnadu,Chennai,2781,2566
9/4/2011,India,Tamilnadu,Chennai,2781,2566
9/5/2011,India,Tamilnadu,Chennai,2781,2566
9/6/2011,India,Tamilnadu,Chennai,2855,2688
9/7/2011,India,Tamilnadu,Chennai,2846,2688
9/8/2011,India,Tamilnadu,Chennai,2798,2596
9/9/2011,India,Tamilnadu,Chennai,2774,2586
9/10/2011,India,Tamilnadu,Chennai,2853,2641
9/11/2011,India,Tamilnadu,Chennai,2853,2641
9/12/2011,India,Tamilnadu,Chennai,2853,2641
9/13/2011,India,Tamilnadu,Chennai,2838,2661
9/14/2011,India,Tamilnadu,Chennai,2805,2632
9/15/2011,India,Tamilnadu,Chennai,2838,2673
9/16/2011,India,Tamilnadu,Chennai,2829,2562
9/17/2011,India,Tamilnadu,Chennai,2755,2586
9/18/2011,India,Tamilnadu,Chennai,2765,2606
9/19/2011,India,Tamilnadu,Chennai,2765,2606
9/20/2011,India,Tamilnadu,Chennai,2839,2617
9/21/2011,India,Tamilnadu,Chennai,2813,2625
9/22/2011,India,Tamilnadu,Chennai,2844,2652
9/24/2011,India,Tamilnadu,Chennai,2797,2506
9/25/2011,India,Tamilnadu,Chennai,2797,2506
9/26/2011,India,Tamilnadu,Chennai,2737,2447
9/27/2011,India,Tamilnadu,Chennai,2648,2447
9/28/2011,India,Tamilnadu,Chennai,2685,2475
9/29/2011,India,Tamilnadu,Chennai,2652,2470
9/30/2011,India,Tamilnadu,Chennai,2609,2429
10/1/2011,India,Tamilnadu,Chennai,2619,2455
10/2/2011,India,Tamilnadu,Chennai,2619,2455
10/3/2011,India,Tamilnadu,Chennai,2619,2455
10/4/2011,India,Tamilnadu,Chennai,2678,2471
10/5/2011,India,Tamilnadu,Chennai,2617.5,2447
10/6/2011,India,Tamilnadu,Chennai,2645,2424
10/7/2011,India,Tamilnadu,Chennai,2655,2494
10/8/2011,India,Tamilnadu,Chennai,2656,2495
10/9/2011,India,Tamilnadu,Chennai,2636,2463
10/10/2011,India,Tamilnadu,Chennai,2636,2463
10/11/2011,India,Tamilnadu,Chennai,2663,2512
10/12/2011,India,Tamilnadu,Chennai,2678,2512
10/13/2011,India,Tamilnadu,Chennai,2696,2521
10/14/2011,India,Tamilnadu,Chennai,2691,2513
10/15/2011,India,Tamilnadu,Chennai,2687,2502
10/16/2011,India,Tamilnadu,Chennai,2687,2502
10/17/2011,India,Tamilnadu,Chennai,2687,2502
10/18/2011,India,Tamilnadu,Chennai,2697,2517
10/19/2011,India,Tamilnadu,Chennai,2670,2512
10/20/2011,India,Tamilnadu,Chennai,2652,2480
10/21/2011,India,Tamilnadu,Chennai,2624,2458
10/22/2011,India,Tamilnadu,Chennai,2653,2458
10/23/2011,India,Tamilnadu,Chennai,2684,2510
10/24/2011,India,Tamilnadu,Chennai,2685,2511
10/25/2011,India,Tamilnadu,Chennai,2695,2521
10/26/2011,India,Tamilnadu,Chennai,2690,2521
10/27/2011,India,Tamilnadu,Chennai,2685,2519
10/28/2011,India,Tamilnadu,Chennai,2754,2597
10/29/2011,India,Tamilnadu,Chennai,2775,2588
10/30/2011,India,Tamilnadu,Chennai,2767,2588
10/31/2011,India,Tamilnadu,Chennai,2760,2580
11/1/2011,India,Tamilnadu,Chennai,2729,2569
11/1/2011,India,Tamilnadu,Chennai,2729,2569
11/2/2011,India,Tamilnadu,Chennai,2748,2574
11/2/2011,India,Tamilnadu,Chennai,2748,2574
11/3/2011,India,Tamilnadu,Chennai,2784,2597
11/3/2011,India,Tamilnadu,Chennai,2784,2597
11/4/2011,India,Tamilnadu,Chennai,2803,2611
11/4/2011,India,Tamilnadu,Chennai,2803,2611
11/5/2011,India,Tamilnadu,Chennai,2824,2637
11/5/2011,India,Tamilnadu,Chennai,2824,2637
11/6/2011,India,Tamilnadu,Chennai,2815,2632
11/7/2011,India,Tamilnadu,Chennai,2817,2630
11/8/2011,India,Tamilnadu,Chennai,2875,2697
11/9/2011,India,Tamilnadu,Chennai,2885,2720
11/10/2011,India,Tamilnadu,Chennai,2908,2719
11/11/2011,India,Tamilnadu,Chennai,2896,2706
11/12/2011,India,Tamilnadu,Chennai,2926,2738
11/13/2011,India,Tamilnadu,Chennai,2893,2738
11/14/2011,India,Tamilnadu,Chennai,2890,2736
11/15/2011,India,Tamilnadu,Chennai,2922,2742
11/16/2011,India,Tamilnadu,Chennai,2919,2730
11/17/2011,India,Tamilnadu,Chennai,2939,2748
11/18/2011,India,Tamilnadu,Chennai,2876,2689
11/19/2011,India,Tamilnadu,Chennai,2894,2708
11/20/2011,India,Tamilnadu,Chennai,2894,2706
11/21/2011,India,Tamilnadu,Chennai,2905,2706
11/22/2011,India,Tamilnadu,Chennai,2910,2717
11/23/2011,India,Tamilnadu,Chennai,2901,2719
11/24/2011,India,Tamilnadu,Chennai,2889,2701
11/25/2011,India,Tamilnadu,Chennai,2886,2698
11/26/2011,India,Tamilnadu,Chennai,2866,2683
11/27/2011,India,Tamilnadu,Chennai,2870,2683
11/28/2011,India,Tamilnadu,Chennai,2910,2720
11/29/2011,India,Tamilnadu,Chennai,2910,2720
11/30/2011,India,Tamilnadu,Chennai,2908.5,2719
12/1/2011,India,Tamilnadu,Chennai,2955,2763
12/2/2011,India,Tamilnadu,Chennai,2924,2734
12/3/2011,India,Tamilnadu,Chennai,2920.5,2731
12/5/2011,India,Tamilnadu,Chennai,2927.5,2727
12/6/2011,India,Tamilnadu,Chennai,2883.5,2696
12/7/2011,India,Tamilnadu,Chennai,2904.5,2716
12/8/2011,India,Tamilnadu,Chennai,2939,2748
12/9/2011,India,Tamilnadu,Chennai,2916,2726
12/10/2011,India,Tamilnadu,Chennai,2909,2720
12/12/2011,India,Tamilnadu,Chennai,2886,2699
12/13/2011,India,Tamilnadu,Chennai,2882,2695
12/14/2011,India,Tamilnadu,Chennai,2873,2686
12/15/2011,India,Tamilnadu,Chennai,2791,2610
12/16/2011,India,Tamilnadu,Chennai,2754,2575
12/17/2011,India,Tamilnadu,Chennai,2763,2583
12/19/2011,India,Tamilnadu,Chennai,2762,2583
12/20/2011,India,Tamilnadu,Chennai,2779,2598
12/21/2011,India,Tamilnadu,Chennai,2806.5,2624
12/22/2011,India,Tamilnadu,Chennai,2777,2596
12/23/2011,India,Tamilnadu,Chennai,2778,2598
12/24/2011,India,Tamilnadu,Chennai,2784,2604
12/26/2011,India,Tamilnadu,Chennai,2774,2594
12/27/2011,India,Tamilnadu,Chennai,2766.5,2587
12/28/2011,India,Tamilnadu,Chennai,2764,2585
12/29/2011,India,Tamilnadu,Chennai,2711.5,2535
12/30/2011,India,Tamilnadu,Chennai,2724,2547
12/31/2011,India,Tamilnadu,Chennai,2736.5,2559
1/2/2012,India,Tamilnadu,Chennai,2738,2560
1/3/2012,India,Tamilnadu,Chennai,2762,2582
1/4/2012,India,Tamilnadu,Chennai,2778.5,2598
1/5/2012,India,Tamilnadu,Chennai,2788,2607
1/6/2012,India,Tamilnadu,Chennai,2805,2623
1/7/2012,India,Tamilnadu,Chennai,2786.5,2605
1/9/2012,India,Tamilnadu,Chennai,2784.5,2604
1/10/2012,India,Tamilnadu,Chennai,2765.5,2586
1/11/2012,India,Tamilnadu,Chennai,2776.5,2596
1/12/2012,India,Tamilnadu,Chennai,2787.5,2606
1/13/2012,India,Tamilnadu,Chennai,2759.5,2580
1/16/2012,India,Tamilnadu,Chennai,2769,2589
1/17/2012,India,Tamilnadu,Chennai,2791,2610
1/18/2012,India,Tamilnadu,Chennai,2765.5,2586
1/19/2012,India,Tamilnadu,Chennai,2764.5,2585
1/20/2012,India,Tamilnadu,Chennai,2746.5,2568
1/21/2012,India,Tamilnadu,Chennai,2765,2585
1/23/2012,India,Tamilnadu,Chennai,2771,2591
1/24/2012,India,Tamilnadu,Chennai,2762,2582
1/25/2012,India,Tamilnadu,Chennai,2749.5,2571
1/26/2012,India,Tamilnadu,Chennai,2749.5,2571
1/27/2012,India,Tamilnadu,Chennai,2810,2627
1/28/2012,India,Tamilnadu,Chennai,2826,2642
1/30/2012,India,Tamilnadu,Chennai,2812.5,2630
1/31/2012,India,Tamilnadu,Chennai,2838,2654
2/1/2012,India,Tamilnadu,Chennai,2841.5,2657
2/2/2012,India,Tamilnadu,Chennai,2832,2648
2/3/2012,India,Tamilnadu,Chennai,2846,2661
2/4/2012,India,Tamilnadu,Chennai,2776,2596
2/6/2012,India,Tamilnadu,Chennai,2788,2607
2/7/2012,India,Tamilnadu,Chennai,2779,2598
2/8/2012,India,Tamilnadu,Chennai,2828.5,2645
2/9/2012,India,Tamilnadu,Chennai,2822,2639
2/10/2012,India,Tamilnadu,Chennai,2832,2648
2/11/2012,India,Tamilnadu,Chennai,2812,2629
2/13/2012,India,Tamilnadu,Chennai,2811.5,2629
2/14/2012,India,Tamilnadu,Chennai,2791,2610
2/15/2012,India,Tamilnadu,Chennai,2807,2625
2/16/2012,India,Tamilnadu,Chennai,2804,2622
2/17/2012,India,Tamilnadu,Chennai,2811,2628
2/18/2012,India,Tamilnadu,Chennai,2815,2632
3/1/2012,India,Tamilnadu,Chennai,2796,2612
3/2/2012,India,Tamilnadu,Chennai,2796,2612
3/3/2012,India,Tamilnadu,Chennai,2799,2616
3/4/2012,India,Tamilnadu,Chennai,2800,2614
3/5/2012,India,Tamilnadu,Chennai,2800,2614
3/6/2012,India,Tamilnadu,Chennai,2795,2614
3/7/2012,India,Tamilnadu,Chennai,2786,2605
3/8/2012,India,Tamilnadu,Chennai,2795,2614
3/9/2012,India,Tamilnadu,Chennai,2812,2630
3/10/2012,India,Tamilnadu,Chennai,2801,2619
3/12/2012,India,Tamilnadu,Chennai,2811,2628
3/13/2012,India,Tamilnadu,Chennai,2811,2628
3/14/2012,India,Tamilnadu,Chennai,2792,2580
3/15/2012,India,Tamilnadu,Chennai,2759,2568
3/16/2012,India,Tamilnadu,Chennai,2795,2613
3/17/2012,India,Tamilnadu,Chennai,2795,2613
3/19/2012,India,Tamilnadu,Chennai,2795,2613
3/20/2012,India,Tamilnadu,Chennai,2797,2614
3/21/2012,India,Tamilnadu,Chennai,2810,2629
3/22/2012,India,Tamilnadu,Chennai,2820,2637
3/23/2012,India,Tamilnadu,Chennai,2859,2673
3/24/2012,India,Tamilnadu,Chennai,2860,2674
3/26/2012,India,Tamilnadu,Chennai,2867,2681
3/27/2012,India,Tamilnadu,Chennai,2861,2676
