Date,Country,State,Location,Pure Gold (24 k),Standard Gold (22 K)
6/10/2009,India,Tamilnadu,Chennai,1474.5,1366
6/11/2009,India,Tamilnadu,Chennai,1471.5,1363
6/12/2009,India,Tamilnadu,Chennai,1467.5,1360
6/13/2009,India,Tamilnadu,Chennai,1456.5,1350
6/15/2009,India,Tamilnadu,Chennai,1453.5,1347
6/16/2009,India,Tamilnadu,Chennai,1451.5,1345
6/17/2009,India,Tamilnadu,Chennai,1453.5,1347
6/18/2009,India,Tamilnadu,Chennai,1465,1357
6/19/2009,India,Tamilnadu,Chennai,1460.5,1353
6/20/2009,India,Tamilnadu,Chennai,1460,1353
6/22/2009,India,Tamilnadu,Chennai,1461.5,1354
6/23/2009,India,Tamilnadu,Chennai,1453,1346
6/24/2009,India,Tamilnadu,Chennai,1459,1352
6/25/2009,India,Tamilnadu,Chennai,1469.5,1362
6/26/2009,India,Tamilnadu,Chennai,1477.5,1369
6/27/2009,India,Tamilnadu,Chennai,1471.5,1363
6/29/2009,India,Tamilnadu,Chennai,1467.5,1360
6/30/2009,India,Tamilnadu,Chennai,1466.5,1359
7/1/2009,India,Tamilnadu,Chennai,1450.5,1344
7/2/2009,India,Tamilnadu,Chennai,1454.5,1348
7/3/2009,India,Tamilnadu,Chennai,1452.5,1346
7/4/2009,India,Tamilnadu,Chennai,1452.5,1346
7/6/2009,India,Tamilnadu,Chennai,1460.5,1353
7/7/2009,India,Tamilnadu,Chennai,1460.5,1353
7/8/2009,India,Tamilnadu,Chennai,1467,1359
7/9/2009,India,Tamilnadu,Chennai,1459.5,1352
7/10/2009,India,Tamilnadu,Chennai,1451.5,1345
7/11/2009,India,Tamilnadu,Chennai,1459,1352
7/13/2009,India,Tamilnadu,Chennai,1463.5,1356
7/14/2009,India,Tamilnadu,Chennai,1468.5,1361
7/15/2009,India,Tamilnadu,Chennai,1478,1370
7/16/2009,India,Tamilnadu,Chennai,1483,1374
7/17/2009,India,Tamilnadu,Chennai,1484,1375
7/18/2009,India,Tamilnadu,Chennai,1485,1376
7/20/2009,India,Tamilnadu,Chennai,1495,1385
7/21/2009,India,Tamilnadu,Chennai,1495.5,1386
7/22/2009,India,Tamilnadu,Chennai,1497.5,1388
7/23/2009,India,Tamilnadu,Chennai,1510.5,1400
7/24/2009,India,Tamilnadu,Chennai,1503,1393
7/25/2009,India,Tamilnadu,Chennai,1502,1392
7/27/2009,India,Tamilnadu,Chennai,1507,1396
7/28/2009,India,Tamilnadu,Chennai,1505,1395
7/29/2009,India,Tamilnadu,Chennai,1479,1370
7/30/2009,India,Tamilnadu,Chennai,1477.5,1369
7/31/2009,India,Tamilnadu,Chennai,1476.5,1368
8/1/2009,India,Tamilnadu,Chennai,1491,1382
8/3/2009,India,Tamilnadu,Chennai,1490.5,1381
8/4/2009,India,Tamilnadu,Chennai,1487.5,1378
8/5/2009,India,Tamilnadu,Chennai,1499.5,1389
8/6/2009,India,Tamilnadu,Chennai,1499,1389
8/7/2009,India,Tamilnadu,Chennai,1499.5,1389
8/8/2009,India,Tamilnadu,Chennai,1495,1385
8/10/2009,India,Tamilnadu,Chennai,1490.5,1381
8/11/2009,India,Tamilnadu,Chennai,1484,1375
8/12/2009,India,Tamilnadu,Chennai,1489.5,1380
8/13/2009,India,Tamilnadu,Chennai,1497,1387
8/14/2009,India,Tamilnadu,Chennai,1507,1396
8/17/2009,India,Tamilnadu,Chennai,1495,1385
8/18/2009,India,Tamilnadu,Chennai,1496,1386
8/19/2009,India,Tamilnadu,Chennai,1496,1386
8/20/2009,India,Tamilnadu,Chennai,1501,1391
8/21/2009,India,Tamilnadu,Chennai,1498,1388
8/22/2009,India,Tamilnadu,Chennai,1509.5,1399
8/24/2009,India,Tamilnadu,Chennai,1510,1399
8/25/2009,India,Tamilnadu,Chennai,1508,1397
8/26/2009,India,Tamilnadu,Chennai,1513.5,1402
8/27/2009,India,Tamilnadu,Chennai,1510,1399
8/28/2009,India,Tamilnadu,Chennai,1516,1405
8/29/2009,India,Tamilnadu,Chennai,1520,1408
8/31/2009,India,Tamilnadu,Chennai,1522,1410
9/1/2009,India,Tamilnadu,Chennai,1521,1409
9/2/2009,India,Tamilnadu,Chennai,1528.5,1416
9/3/2009,India,Tamilnadu,Chennai,1566,1451
9/5/2009,India,Tamilnadu,Chennai,1577.5,1462
9/7/2009,India,Tamilnadu,Chennai,1580.5,1464
9/8/2009,India,Tamilnadu,Chennai,1593,1476
9/9/2009,India,Tamilnadu,Chennai,1579,1463
9/10/2009,India,Tamilnadu,Chennai,1570.5,1455
9/11/2009,India,Tamilnadu,Chennai,1583,1467
9/12/2009,India,Tamilnadu,Chennai,1587,1471
9/14/2009,India,Tamilnadu,Chennai,1583,1467
9/15/2009,India,Tamilnadu,Chennai,1591,1474
9/16/2009,India,Tamilnadu,Chennai,1597,1480
9/17/2009,India,Tamilnadu,Chennai,1605.5,1488
9/18/2009,India,Tamilnadu,Chennai,1592,1475
9/19/2009,India,Tamilnadu,Chennai,1587.5,1471
9/21/2009,India,Tamilnadu,Chennai,1576,1460
9/22/2009,India,Tamilnadu,Chennai,1589,1472
9/23/2009,India,Tamilnadu,Chennai,1593,1476
9/24/2009,India,Tamilnadu,Chennai,1588,1471
9/25/2009,India,Tamilnadu,Chennai,1564,1449
9/26/2009,India,Tamilnadu,Chennai,1559,1445
9/28/2009,India,Tamilnadu,Chennai,1559.5,1445
9/29/2009,India,Tamilnadu,Chennai,1559,1445
9/30/2009,India,Tamilnadu,Chennai,1569.5,1454
10/1/2009,India,Tamilnadu,Chennai,1572.5,1457
10/3/2009,India,Tamilnadu,Chennai,1565.5,1451
10/5/2009,India,Tamilnadu,Chennai,1562,1447
10/6/2009,India,Tamilnadu,Chennai,1569.5,1454
10/7/2009,India,Tamilnadu,Chennai,1594,1482
10/8/2009,India,Tamilnadu,Chennai,1593,1481
10/9/2009,India,Tamilnadu,Chennai,1589.5,1478
10/10/2009,India,Tamilnadu,Chennai,1589,1478
10/12/2009,India,Tamilnadu,Chennai,1592,1481
10/13/2009,India,Tamilnadu,Chennai,1607,1495
10/14/2009,India,Tamilnadu,Chennai,1606,1494
10/15/2009,India,Tamilnadu,Chennai,1589,1478
10/16/2009,India,Tamilnadu,Chennai,1584,1473
10/19/2009,India,Tamilnadu,Chennai,1592,1481
10/20/2009,India,Tamilnadu,Chennai,1601,1489
10/21/2009,India,Tamilnadu,Chennai,1596.5,1485
10/22/2009,India,Tamilnadu,Chennai,1606,1494
10/23/2009,India,Tamilnadu,Chennai,1607,1495
10/24/2009,India,Tamilnadu,Chennai,1605.5,1493
10/26/2009,India,Tamilnadu,Chennai,1606,1494
10/27/2009,India,Tamilnadu,Chennai,1597,1485
10/28/2009,India,Tamilnadu,Chennai,1599,1487
10/29/2009,India,Tamilnadu,Chennai,1600,1488
10/30/2009,India,Tamilnadu,Chennai,1603,1491
10/31/2009,India,Tamilnadu,Chennai,1602.5,1490
11/2/2009,India,Tamilnadu,Chennai,1626.5,1513
11/3/2009,India,Tamilnadu,Chennai,1641.5,1527
11/4/2009,India,Tamilnadu,Chennai,1682.5,1565
11/5/2009,India,Tamilnadu,Chennai,1682,1564
11/6/2009,India,Tamilnadu,Chennai,1681,1563
11/7/2009,India,Tamilnadu,Chennai,1685,1567
11/9/2009,India,Tamilnadu,Chennai,1693,1574
11/10/2009,India,Tamilnadu,Chennai,1687,1569
11/11/2009,India,Tamilnadu,Chennai,1704,1585
11/12/2009,India,Tamilnadu,Chennai,1712,1592
11/13/2009,India,Tamilnadu,Chennai,1696.5,1578
11/14/2009,India,Tamilnadu,Chennai,1707.5,1588
11/16/2009,India,Tamilnadu,Chennai,1718,1598
11/17/2009,India,Tamilnadu,Chennai,1725.5,1605
11/18/2009,India,Tamilnadu,Chennai,1745.5,1623
11/19/2009,India,Tamilnadu,Chennai,1744,1622
11/20/2009,India,Tamilnadu,Chennai,1739.5,1618
11/21/2009,India,Tamilnadu,Chennai,1750.5,1628
11/23/2009,India,Tamilnadu,Chennai,1771,1647
11/24/2009,India,Tamilnadu,Chennai,1773.5,1649
11/25/2009,India,Tamilnadu,Chennai,1780,1655
11/26/2009,India,Tamilnadu,Chennai,1796.5,1671
11/27/2009,India,Tamilnadu,Chennai,1773.5,1649
11/28/2009,India,Tamilnadu,Chennai,1791,1666
11/30/2009,India,Tamilnadu,Chennai,1778,1654
12/1/2009,India,Tamilnadu,Chennai,1805,1679
12/2/2009,India,Tamilnadu,Chennai,1825,1697
12/3/2009,India,Tamilnadu,Chennai,1835.5,1707
12/4/2009,India,Tamilnadu,Chennai,1816,1689
12/5/2009,India,Tamilnadu,Chennai,1761,1638
12/7/2009,India,Tamilnadu,Chennai,1738.5,1617
12/8/2009,India,Tamilnadu,Chennai,1767.5,1644
12/9/2009,India,Tamilnadu,Chennai,1732,1611
12/10/2009,India,Tamilnadu,Chennai,1719,1599
12/11/2009,India,Tamilnadu,Chennai,1731,1610
12/12/2009,India,Tamilnadu,Chennai,1700,1581
12/14/2009,India,Tamilnadu,Chennai,1713,1593
12/15/2009,India,Tamilnadu,Chennai,1707,1588
12/16/2009,India,Tamilnadu,Chennai,1719,1599
12/17/2009,India,Tamilnadu,Chennai,1725,1604
12/18/2009,India,Tamilnadu,Chennai,1695,1576
12/19/2009,India,Tamilnadu,Chennai,1703,1584
12/21/2009,India,Tamilnadu,Chennai,1701,1582
12/22/2009,India,Tamilnadu,Chennai,1677,1560
12/23/2009,India,Tamilnadu,Chennai,1663.5,1547
12/24/2009,India,Tamilnadu,Chennai,1684.5,1567
12/25/2009,India,Tamilnadu,Chennai,1685.5,1568
12/26/2009,India,Tamilnadu,Chennai,1685,1567
12/28/2009,India,Tamilnadu,Chennai,1697,1578
12/29/2009,India,Tamilnadu,Chennai,1686,1568
12/30/2009,India,Tamilnadu,Chennai,1665,1550
12/31/2009,India,Tamilnadu,Chennai,1681,1563
1/1/2010,India,Tamilnadu,Chennai,1673.5,1556
1/2/2010,India,Tamilnadu,Chennai,1676.5,1559
1/4/2010,India,Tamilnadu,Chennai,1682.5,1565
1/5/2010,India,Tamilnadu,Chennai,1699.5,1581
1/6/2010,India,Tamilnadu,Chennai,1691,1573
1/7/2010,India,Tamilnadu,Chennai,1687.5,1569
1/8/2010,India,Tamilnadu,Chennai,1681.5,1564
1/9/2010,India,Tamilnadu,Chennai,1697.5,1579
1/11/2010,India,Tamilnadu,Chennai,1712.5,1593
1/12/2010,India,Tamilnadu,Chennai,1713,1593
1/13/2010,India,Tamilnadu,Chennai,1688.5,1570
1/15/2010,India,Tamilnadu,Chennai,1694,1575
1/16/2010,India,Tamilnadu,Chennai,1693,1574
1/18/2010,India,Tamilnadu,Chennai,1693,1574
1/19/2010,India,Tamilnadu,Chennai,1697.5,1579
1/20/2010,India,Tamilnadu,Chennai,1696.5,1578
1/21/2010,India,Tamilnadu,Chennai,1667.5,1551
1/22/2010,India,Tamilnadu,Chennai,1653.5,1538
1/23/2010,India,Tamilnadu,Chennai,1653,1537
1/25/2010,India,Tamilnadu,Chennai,1660.5,1544
1/27/2010,India,Tamilnadu,Chennai,1659,1543
1/28/2010,India,Tamilnadu,Chennai,1650.5,1535
1/29/2010,India,Tamilnadu,Chennai,1638.5,1524
1/30/2010,India,Tamilnadu,Chennai,1634.5,1520
2/1/2010,India,Tamilnadu,Chennai,1638,1523
2/2/2010,India,Tamilnadu,Chennai,1674.5,1557
2/3/2010,India,Tamilnadu,Chennai,1685,1567
2/4/2010,India,Tamilnadu,Chennai,1667.5,1551
2/5/2010,India,Tamilnadu,Chennai,1613.5,1501
2/6/2010,India,Tamilnadu,Chennai,1634.5,1520
2/8/2010,India,Tamilnadu,Chennai,1641.5,1527
2/9/2010,India,Tamilnadu,Chennai,1636,1521
2/10/2010,India,Tamilnadu,Chennai,1642.5,1528
2/11/2010,India,Tamilnadu,Chennai,1641.5,1527
2/12/2010,India,Tamilnadu,Chennai,1635,1537
2/13/2010,India,Tamilnadu,Chennai,1657.5,1541
2/15/2010,India,Tamilnadu,Chennai,1664,1548
2/16/2010,India,Tamilnadu,Chennai,1687,1569
2/17/2010,India,Tamilnadu,Chennai,1691,1573
2/18/2010,India,Tamilnadu,Chennai,1670.5,1554
2/19/2010,India,Tamilnadu,Chennai,1685,1567
2/20/2010,India,Tamilnadu,Chennai,1697,1578
2/22/2010,India,Tamilnadu,Chennai,1697,1578
2/23/2010,India,Tamilnadu,Chennai,1688.5,1559
2/24/2010,India,Tamilnadu,Chennai,1662.5,1546
2/25/2010,India,Tamilnadu,Chennai,1656.5,1541
2/26/2010,India,Tamilnadu,Chennai,1689,1571
2/27/2010,India,Tamilnadu,Chennai,1687.5,1569
3/1/2010,India,Tamilnadu,Chennai,1693,1574
3/2/2010,India,Tamilnadu,Chennai,1688.5,1570
3/3/2010,India,Tamilnadu,Chennai,1711,1591
3/4/2010,India,Tamilnadu,Chennai,1707,1588
3/5/2010,India,Tamilnadu,Chennai,1701,1582
3/6/2010,India,Tamilnadu,Chennai,1698.5,1580
3/8/2010,India,Tamilnadu,Chennai,1695,1576
3/9/2010,India,Tamilnadu,Chennai,1678,1561
3/10/2010,India,Tamilnadu,Chennai,1679,1561
3/11/2010,India,Tamilnadu,Chennai,1659,1543
3/12/2010,India,Tamilnadu,Chennai,1668.5,1552
3/13/2010,India,Tamilnadu,Chennai,1651.5,1536
3/15/2010,India,Tamilnadu,Chennai,1656,1540
3/17/2010,India,Tamilnadu,Chennai,1682.5,1565
3/18/2010,India,Tamilnadu,Chennai,1674,1557
3/19/2010,India,Tamilnadu,Chennai,1676,1559
3/20/2010,India,Tamilnadu,Chennai,1657,1541
3/22/2010,India,Tamilnadu,Chennai,1657,1541
3/23/2010,India,Tamilnadu,Chennai,1652.5,1537
3/24/2010,India,Tamilnadu,Chennai,1644,1529
3/25/2010,India,Tamilnadu,Chennai,1634.5,1520
3/26/2010,India,Tamilnadu,Chennai,1634,1520
3/27/2010,India,Tamilnadu,Chennai,1646,1531
3/29/2010,India,Tamilnadu,Chennai,1644.5,1529
3/30/2010,India,Tamilnadu,Chennai,1643,1528
3/31/2010,India,Tamilnadu,Chennai,1642.5,1528
4/1/2010,India,Tamilnadu,Chennai,1646,1531
4/2/2010,India,Tamilnadu,Chennai,1654,1538
4/3/2010,India,Tamilnadu,Chennai,1656,1540
4/5/2010,India,Tamilnadu,Chennai,1650.5,1535
4/6/2010,India,Tamilnadu,Chennai,1644,1529
4/7/2010,India,Tamilnadu,Chennai,1659.5,1543
4/8/2010,India,Tamilnadu,Chennai,1674.5,1557
4/9/2010,India,Tamilnadu,Chennai,1676.5,1559
4/10/2010,India,Tamilnadu,Chennai,1684,1566
4/12/2010,India,Tamilnadu,Chennai,1693,1574
4/13/2010,India,Tamilnadu,Chennai,1681.5,1564
4/14/2010,India,Tamilnadu,Chennai,1688,1570
4/15/2010,India,Tamilnadu,Chennai,1682,1564
4/16/2010,India,Tamilnadu,Chennai,1685.5,1568
4/17/2010,India,Tamilnadu,Chennai,1662.5,1546
4/19/2010,India,Tamilnadu,Chennai,1656,1540
4/20/2010,India,Tamilnadu,Chennai,1669.5,1553
4/21/2010,India,Tamilnadu,Chennai,1668,1551
4/22/2010,India,Tamilnadu,Chennai,1674,1557
4/23/2010,India,Tamilnadu,Chennai,1665.5,1549
4/24/2010,India,Tamilnadu,Chennai,1682.5,1565
4/26/2010,India,Tamilnadu,Chennai,1684.5,1567
4/27/2010,India,Tamilnadu,Chennai,1683.5,1566
4/28/2010,India,Tamilnadu,Chennai,1704,1585
4/29/2010,India,Tamilnadu,Chennai,1704.5,1585
4/30/2010,India,Tamilnadu,Chennai,1709.5,1590
5/3/2010,India,Tamilnadu,Chennai,1720,1600
5/4/2010,India,Tamilnadu,Chennai,1727,1606
5/5/2010,India,Tamilnadu,Chennai,1724,1603
5/6/2010,India,Tamilnadu,Chennai,1742.5,1621
5/7/2010,India,Tamilnadu,Chennai,1788,1663
5/8/2010,India,Tamilnadu,Chennai,1797,1671
5/10/2010,India,Tamilnadu,Chennai,1753.5,1631
5/11/2010,India,Tamilnadu,Chennai,1783.5,1659
5/12/2010,India,Tamilnadu,Chennai,1816,1689
5/13/2010,India,Tamilnadu,Chennai,1817,1690
5/14/2010,India,Tamilnadu,Chennai,1823.5,1696
5/15/2010,India,Tamilnadu,Chennai,1823.5,1696
5/17/2010,India,Tamilnadu,Chennai,1836.5,1708
5/18/2010,India,Tamilnadu,Chennai,1809.5,1683
5/19/2010,India,Tamilnadu,Chennai,1828,1700
5/20/2010,India,Tamilnadu,Chennai,1817,1690
5/21/2010,India,Tamilnadu,Chennai,1816,1689
5/22/2010,India,Tamilnadu,Chennai,1814,1687
5/24/2010,India,Tamilnadu,Chennai,1817,1690
5/25/2010,India,Tamilnadu,Chennai,1854,1724
5/26/2010,India,Tamilnadu,Chennai,1869,1738
5/27/2010,India,Tamilnadu,Chennai,1865.5,1735
5/28/2010,India,Tamilnadu,Chennai,1845,1716
5/29/2010,India,Tamilnadu,Chennai,1852.5,1723
5/31/2010,India,Tamilnadu,Chennai,1850.5,1721
6/1/2010,India,Tamilnadu,Chennai,1879,1747
6/2/2010,India,Tamilnadu,Chennai,1875,1744
6/3/2010,India,Tamilnadu,Chennai,1861.5,1731
6/4/2010,India,Tamilnadu,Chennai,1840.5,1712
6/5/2010,India,Tamilnadu,Chennai,1880.5,1749
6/7/2010,India,Tamilnadu,Chennai,1877.5,1746
6/8/2010,India,Tamilnadu,Chennai,1908,1774
6/9/2010,India,Tamilnadu,Chennai,1895.5,1763
6/10/2010,India,Tamilnadu,Chennai,1875,1744
6/11/2010,India,Tamilnadu,Chennai,1871,1740
6/12/2010,India,Tamilnadu,Chennai,1878.5,1747
6/14/2010,India,Tamilnadu,Chennai,1875,1744
6/15/2010,India,Tamilnadu,Chennai,1867.5,1737
6/16/2010,India,Tamilnadu,Chennai,1877,1746
6/17/2010,India,Tamilnadu,Chennai,1868.5,1738
6/18/2010,India,Tamilnadu,Chennai,1880,1748
6/19/2010,India,Tamilnadu,Chennai,1893.5,1761
6/21/2010,India,Tamilnadu,Chennai,1884,1752
6/22/2010,India,Tamilnadu,Chennai,1868,1737
6/23/2010,India,Tamilnadu,Chennai,1878,1747
6/24/2010,India,Tamilnadu,Chennai,1875,1744
6/25/2010,India,Tamilnadu,Chennai,1889.5,1757
6/26/2010,India,Tamilnadu,Chennai,1890,1758
6/28/2010,India,Tamilnadu,Chennai,1895.5,1763
6/29/2010,India,Tamilnadu,Chennai,1883,1751
6/30/2010,India,Tamilnadu,Chennai,1894,1761
7/1/2010,India,Tamilnadu,Chennai,1892,1760
7/2/2010,India,Tamilnadu,Chennai,1852,1722
7/3/2010,India,Tamilnadu,Chennai,1859,1729
7/5/2010,India,Tamilnadu,Chennai,1858,1728
7/6/2010,India,Tamilnadu,Chennai,1857,1727
7/7/2010,India,Tamilnadu,Chennai,1836.5,1708
7/8/2010,India,Tamilnadu,Chennai,1850,1721
7/9/2010,India,Tamilnadu,Chennai,1836.5,1708
7/10/2010,India,Tamilnadu,Chennai,1848,1719
7/12/2010,India,Tamilnadu,Chennai,1848.5,1719
7/13/2010,India,Tamilnadu,Chennai,1848,1720
7/14/2010,India,Tamilnadu,Chennai,1852.5,1723
7/15/2010,India,Tamilnadu,Chennai,1853.5,1724
7/16/2010,India,Tamilnadu,Chennai,1847,1718
7/17/2010,India,Tamilnadu,Chennai,1836.5,1708
7/19/2010,India,Tamilnadu,Chennai,1838,1709
7/20/2010,India,Tamilnadu,Chennai,1829,1701
7/21/2010,India,Tamilnadu,Chennai,1840,1711
7/22/2010,India,Tamilnadu,Chennai,1836,1707
7/23/2010,India,Tamilnadu,Chennai,1843,1714
7/24/2010,India,Tamilnadu,Chennai,1832.5,1704
7/26/2010,India,Tamilnadu,Chennai,1833.5,1705
7/27/2010,India,Tamilnadu,Chennai,1817,1690
7/28/2010,India,Tamilnadu,Chennai,1784,1659
7/29/2010,India,Tamilnadu,Chennai,1787,1662
7/30/2010,India,Tamilnadu,Chennai,1784,1659
7/31/2010,India,Tamilnadu,Chennai,1796.5,1671
8/2/2010,India,Tamilnadu,Chennai,1790,1665
8/3/2010,India,Tamilnadu,Chennai,1791.5,1666
8/4/2010,India,Tamilnadu,Chennai,1811.5,1685
8/5/2010,India,Tamilnadu,Chennai,1811,1684
8/6/2010,India,Tamilnadu,Chennai,1807.5,1681
8/7/2010,India,Tamilnadu,Chennai,1821.5,1694
8/9/2010,India,Tamilnadu,Chennai,1824.5,1697
8/10/2010,India,Tamilnadu,Chennai,1822,1694
8/11/2010,India,Tamilnadu,Chennai,1830.5,1702
8/12/2010,India,Tamilnadu,Chennai,1841.5,1713
8/13/2010,India,Tamilnadu,Chennai,1857.5,1727
8/14/2010,India,Tamilnadu,Chennai,1861,1731
8/16/2010,India,Tamilnadu,Chennai,1876,1745
8/17/2010,India,Tamilnadu,Chennai,1873.5,1742
8/18/2010,India,Tamilnadu,Chennai,1870.5,1740
8/19/2010,India,Tamilnadu,Chennai,1875,1744
8/20/2010,India,Tamilnadu,Chennai,1879,1747
8/21/2010,India,Tamilnadu,Chennai,1879,1747
8/23/2010,India,Tamilnadu,Chennai,1878,1747
8/24/2010,India,Tamilnadu,Chennai,1874,1743
8/25/2010,India,Tamilnadu,Chennai,1897.5,1765
8/26/2010,India,Tamilnadu,Chennai,1902.5,1769
8/27/2010,India,Tamilnadu,Chennai,1897.5,1765
8/28/2010,India,Tamilnadu,Chennai,1898.5,1766
8/30/2010,India,Tamilnadu,Chennai,1898.5,1766
8/31/2010,India,Tamilnadu,Chennai,1902,1769
9/1/2010,India,Tamilnadu,Chennai,1919.5,1785
9/2/2010,India,Tamilnadu,Chennai,1913,1779
9/3/2010,India,Tamilnadu,Chennai,1913.5,1780
9/4/2010,India,Tamilnadu,Chennai,1905.5,1772
9/6/2010,India,Tamilnadu,Chennai,1904,1771
9/7/2010,India,Tamilnadu,Chennai,1913,1779
9/8/2010,India,Tamilnadu,Chennai,1925.5,1791
9/9/2010,India,Tamilnadu,Chennai,1912.5,1779
9/10/2010,India,Tamilnadu,Chennai,1903,1770
9/13/2010,India,Tamilnadu,Chennai,1891,1759
9/14/2010,India,Tamilnadu,Chennai,1905.5,1772
9/15/2010,India,Tamilnadu,Chennai,1929.5,1794
9/16/2010,India,Tamilnadu,Chennai,1921.5,1787
9/17/2010,India,Tamilnadu,Chennai,1924,1789
9/18/2010,India,Tamilnadu,Chennai,1921.5,1787
9/20/2010,India,Tamilnadu,Chennai,1916.5,1782
9/21/2010,India,Tamilnadu,Chennai,1913.5,1780
9/22/2010,India,Tamilnadu,Chennai,1927,1792
9/23/2010,India,Tamilnadu,Chennai,1930,1795
9/24/2010,India,Tamilnadu,Chennai,1927.5,1793
9/25/2010,India,Tamilnadu,Chennai,1921.5,1787
9/27/2010,India,Tamilnadu,Chennai,1918.5,1784
9/28/2010,India,Tamilnadu,Chennai,1909,1775
9/29/2010,India,Tamilnadu,Chennai,1927,1792
9/30/2010,India,Tamilnadu,Chennai,1926.5,1792
10/1/2010,India,Tamilnadu,Chennai,1918.5,1784
10/4/2010,India,Tamilnadu,Chennai,1920.5,1786
10/5/2010,India,Tamilnadu,Chennai,1934.5,1799
10/6/2010,India,Tamilnadu,Chennai,1954.5,1818
10/7/2010,India,Tamilnadu,Chennai,1967,1829
10/8/2010,India,Tamilnadu,Chennai,1936.5,1801
10/8/2010,India,Tamilnadu,Chennai,1940.5,1805
10/9/2010,India,Tamilnadu,Chennai,1949.5,1813
10/11/2010,India,Tamilnadu,Chennai,1959,1822
10/11/2010,India,Tamilnadu,Chennai,1936.5,1813
10/12/2010,India,Tamilnadu,Chennai,1959,1825
10/12/2010,India,Tamilnadu,Chennai,1966,1828
10/13/2010,India,Tamilnadu,Chennai,1977,1839
10/13/2010,India,Tamilnadu,Chennai,1959,1828
10/14/2010,India,Tamilnadu,Chennai,1996,1834
10/14/2010,India,Tamilnadu,Chennai,2005,1865
10/15/2010,India,Tamilnadu,Chennai,1986,1847
10/15/2010,India,Tamilnadu,Chennai,1977,1857
10/16/2010,India,Tamilnadu,Chennai,1986,1853
10/16/2010,India,Tamilnadu,Chennai,1986.5,1847
10/18/2010,India,Tamilnadu,Chennai,1972.5,1834
10/18/2010,India,Tamilnadu,Chennai,1986,1853
10/19/2010,India,Tamilnadu,Chennai,1970,1832
10/19/2010,India,Tamilnadu,Chennai,1990,1851
10/20/2010,India,Tamilnadu,Chennai,1950.5,1814
10/20/2010,India,Tamilnadu,Chennai,1990,1812
10/21/2010,India,Tamilnadu,Chennai,1950.5,1815
10/21/2010,India,Tamilnadu,Chennai,1954.5,1818
10/22/2010,India,Tamilnadu,Chennai,1932,1797
10/22/2010,India,Tamilnadu,Chennai,1954.5,1802
10/23/2010,India,Tamilnadu,Chennai,1932,1805
10/23/2010,India,Tamilnadu,Chennai,1940.5,1805
10/24/2010,India,Tamilnadu,Chennai,1932,1805
10/25/2010,India,Tamilnadu,Chennai,1932,1813
10/25/2010,India,Tamilnadu,Chennai,1955,1818
10/26/2010,India,Tamilnadu,Chennai,1947,1811
10/26/2010,India,Tamilnadu,Chennai,1955,1805
10/27/2010,India,Tamilnadu,Chennai,1947,1814
10/27/2010,India,Tamilnadu,Chennai,1944,1808
10/28/2010,India,Tamilnadu,Chennai,1936,1800
10/28/2010,India,Tamilnadu,Chennai,1944,1802
10/29/2010,India,Tamilnadu,Chennai,1936,1819
10/29/2010,India,Tamilnadu,Chennai,1949.5,1813
10/30/2010,India,Tamilnadu,Chennai,1970.5,1833
10/30/2010,India,Tamilnadu,Chennai,1949,1802
11/1/2010,India,Tamilnadu,Chennai,1949,1840
11/1/2010,India,Tamilnadu,Chennai,1978,1840
11/2/2010,India,Tamilnadu,Chennai,1972,1834
11/2/2010,India,Tamilnadu,Chennai,1978,1833
11/3/2010,India,Tamilnadu,Chennai,1972,1833
11/3/2010,India,Tamilnadu,Chennai,1966,1828
11/4/2010,India,Tamilnadu,Chennai,1970,1832
11/4/2010,India,Tamilnadu,Chennai,1966,1827
11/5/2010,India,Tamilnadu,Chennai,1966,1827
11/6/2010,India,Tamilnadu,Chennai,2000,1860
11/7/2010,India,Tamilnadu,Chennai,1966,1827
11/8/2010,India,Tamilnadu,Chennai,2008,1867
11/9/2010,India,Tamilnadu,Chennai,2073.5,1895
11/9/2010,India,Tamilnadu,Chennai,2008,1895
11/10/2010,India,Tamilnadu,Chennai,2037.5,1886
11/10/2010,India,Tamilnadu,Chennai,2032.5,1890
11/11/2010,India,Tamilnadu,Chennai,2038,1895
11/11/2010,India,Tamilnadu,Chennai,2038,1886
11/12/2010,India,Tamilnadu,Chennai,2029.5,1887
11/12/2010,India,Tamilnadu,Chennai,2038,1886
11/13/2010,India,Tamilnadu,Chennai,2038,1886
11/13/2010,India,Tamilnadu,Chennai,2011,1870
11/14/2010,India,Tamilnadu,Chennai,2028,1870
11/15/2010,India,Tamilnadu,Chennai,2028,1875
11/15/2010,India,Tamilnadu,Chennai,2017.5,1876
11/16/2010,India,Tamilnadu,Chennai,2016,1875
11/16/2010,India,Tamilnadu,Chennai,2017.5,1875
11/17/2010,India,Tamilnadu,Chennai,2016,1859
11/17/2010,India,Tamilnadu,Chennai,1998.5,1859
11/18/2010,India,Tamilnadu,Chennai,2012.5,1872
11/18/2010,India,Tamilnadu,Chennai,2016,1859
11/19/2010,India,Tamilnadu,Chennai,2014,1873
11/19/2010,India,Tamilnadu,Chennai,2014,1873
11/20/2010,India,Tamilnadu,Chennai,2014,1873
11/20/2010,India,Tamilnadu,Chennai,2014,1873
11/22/2010,India,Tamilnadu,Chennai,2014,1873
11/22/2010,India,Tamilnadu,Chennai,2019,1878
