price,exterior_col,interior_col,MPG,engine,transmission,drive_type,fuel_type,mileage,option_level,style
5950,Blue,Gray,25 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,85610,Standard,Signature L
20195,Black,Black,23 cty / 32 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,57372,Standard,Altitude FWD
7500,Radiant Silver,Light Titanium/Ebony,16 cty / 25 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,95465,Standard,GT
6000,Red Candy Metallic Tint Clearcoat,Cashmere,18 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,137587,Standard,SE Sedan Auto (PZEV)
19966,Black,Black,24 cty / 31 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,20038,Standard,2.5 S Auto
19500,Blue Emerald Metallic,Jet Black,25 cty / 28 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,33088,Crew Cab,XLT SuperCrew 5.5' Box 4WD
7850,Silver,Black,24 cty / 33 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,79219,Standard,EX-L Sedan Automatic
5995,Summit White,Jet Black,26 cty / 38 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,121278,Minimal Options,LX Sedan Manual
12300,Quartz White Pearl,Black,28 cty / 37 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,15265,Standard,CLA 250 FWD
14947,Blue,Black,16 cty / 24 hwy,4.6L V-8 Gas,Automatic,RWD,Gas,93985,Crew Cab,1500 LT 4WD
5140,Brilliant Silver,Charcoal,27 cty / 34 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,160196,Minimal Options,SXT
7995,White Pearl,Black,24 cty / 29 hwy,2.0L Inline-4 Gas,Automatic,4WD,Gas,115720,Standard,E 350 4MATIC Sport Sedan
8495,Pearl White,Black,25 cty / 31 hwy,1.6L Inline-4 Gas Turbocharged,Manual,FWD,Gas,101569,Well Equipped,Sport FWD
19881,Super White,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,9971,Minimal Options,SV FWD
8991,Arctic White,Tan,15 cty / 20 hwy,3.5L V-6 Gas,Automatic,4WD,Gas,105122,Minimal Options,3.5 S
6490,Reflex Silver Metallic,Titan Black,23 cty / 29 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,66800,Minimal Options,LT with 1LT
7999,Gold,Beige,26 cty / 34 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,83913,Standard,AWD
17999,Cirrus White,Black,24 cty / 32 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,46865,Standard,LX Sedan CVT
13995,Gray,Charcoal Black,16 cty / 24 hwy,4.6L V-8 Gas,Manual,RWD,Gas,91167,Standard,LE I4 Automatic
8888,Super White,Ash Cloth Interior,22 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,61062,Standard,Limited 4WD
15450,Magnetic Black,Charcoal,26 cty / 33 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,31913,Minimal Options,SXT AWD
11980,Pacific Blue,Black,27 cty / 33 hwy,1.6L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,42321,Standard,EX-L Sedan I4 Automatic
9995,Pacific Blue Metallic,Cornsilk Beige,20 cty / 24 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,110016,Standard,GTS AWD
16659,Tornado Red,Titan Black,30 cty / 40 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,21894,Standard,SEL AWD
18477,Celestial Silver Metallic,Ash,29 cty / 41 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,16443,Fully Loaded,S FWD
19989,Granite Pearlcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,41351,Minimal Options,Touring
3500,Blue,Unknown,30 cty / 36 hwy,1.8L Inline-4 Gas,Manual,FWD,Gas,199928,Standard,GLE 350 4MATIC SUV
3700,Black,Beige,22 cty / 31 hwy,2.5L Inline-5 Gas,Automatic,FWD,Gas,236752,Crew Cab,XLT 4WD Crew Cab 6.75' Box SRW
7429,Green Opal Metallic,Beige,44 cty / 44 hwy,1.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,98520,Regular Cab,XL Regular Cab Flareside 6.5' Box 2WD
10991,Diamond White Metallic,Tan,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,112734,Standard,Touring
14000,Crystal Black Pearl,Unknown,31 cty / 40 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,37062,Standard,2.5 S
3999,Black,Black,28 cty / 34 hwy,2.0L Inline-4 Gas,Manual,FWD,Gas,147311,Standard,S FWD Auto
4999,Norsea Blue Metallic,Pebble/Tan,21 cty / 29 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,83544,Standard,ES 350
32990,Gray,Unknown,17 cty / 22 hwy,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gas,87959,Standard,XLT RWD
6500,Gray,Unknown,22 cty / 31 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,90109,Standard,SUV
16990,Citrin Black Metallic,Black,23 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,74000,Minimal Options,Sedan
12495,Salsa Red Pearl,Light Gray,18 cty / 24 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,129318,Standard,320i Sedan RWD
15075,Mosaic Black Metallic,Jet Black,29 cty / 36 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,29992,Standard,Touring with Rear Entertainment System
5800,Gray,Unknown,22 cty / 31 hwy,2.5L Inline-5 Gas,Automatic,FWD,Gas,70357,Minimal Options,LT with 1LT AWD
3000,Ultra Silver Metallic,Graphite,26 cty / 33 hwy,2.2L Inline-4 Gas,Automatic,FWD,Gas,136482,Standard,S 55 AMG
19995,Silver Ice Metallic,Jet Black,19 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,8468,Crew Cab,LT with 1LT Crew Cab Short Box 4WD
9998,Galaxy Black Metallic,Charcoal,13 cty / 19 hwy,5.6L V-8 Gas,Automatic,RWD,Gas,141545,Standard,SV CVT
12410,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,47536,Standard,Limited LS with 1LS
23981,Daytona Gray Pearl Effect,Black,20 cty / 28 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,25246,Minimal Options,LX I4 FWD Automatic
11939,Brilliant Silver Metallic,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,30064,Standard,SE CVT
16999,Nebula Gray Pearl,Black,22 cty / 33 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,70498,Extended Cab,LS Extended Cab Standard Box 2WD
3999,Gray,Gray,15 cty / 20 hwy,4.2L Inline-6 Gas,Automatic,4WD,Gas,238360,Standard,E 350 Luxury Sedan RWD
6997,Silver,Beige,18 cty / 25 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,123817,Standard,LS with 1LS FWD
7499,Blue Ribbon Metallic,Unknown,51 cty / 48 hwy,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,95407,Standard,EX 4WD Automatic
14595,Crystal White Tricoat,Shale With Cocoa Accents,18 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,77221,Standard,C 300 with Luxury Package Sedan RWD
43950,Billet Silver Metallic Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,7868,Minimal Options,S FWD
6438,Pepper White,Carbon Black,28 cty / 36 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,61300,Standard,Electric Hatchback
19524,Summit White,Jet Black,19 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,38925,Standard,C 300 Sedan RWD
12900,Magnetic Metallic,Chromite Gray/Chrcl Black,22 cty / 28 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,77889,Crew Cab,XL Crew Cab 6.75' Box 4WD
15990,Blizzard Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,4228,Standard,S AWD
6167,Tuscan Sun Metallic,Cafe Latte,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,153797,Minimal Options,Sedan 2.0T AWD
9988,Snow White Pearl,Black,18 cty / 25 hwy,3.3L V-6 Gas,Automatic,FWD,Gas,109900,Crew Cab,Base Quad Cab Regular Bed 4WD
5999,Silk Blue Metallic,Titan Black,25 cty / 36 hwy,1.8L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,140445,Fully Loaded,Sport FWD
9499,White,Black,124 cty / 94 hwy,L - Electric,Automatic,RWD,Electric,37840,Standard,GLI Autobahn Sedan DSG (PZEV)
4995,Savannah Metallic,Ivory,18 cty / 24 hwy,3.3L V-6 Gas,Automatic,AWD,Gas,146947,Well Equipped,SEL DSG
19995,Cirrus White,Beige,24 cty / 32 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,43025,Fully Loaded,LT with 1LT FWD
2991,Charcoal,Gray,20 cty / 25 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,194435,Standard,SUV
22600,Black,Beige,21 cty / 30 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,34070,Standard,LX V6 FWD
8500,Dolphin Gray Metallic/Black Roof,Black,23 cty / 30 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,73743,Crew Cab,XLT SuperCrew 5.5' Box 4WD
8699,Super Black,Charcoal,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,72897,Standard,S Automatic
20891,Ocean Blue Metallic Clearcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,28112,Standard,C 300 Luxury Sedan RWD
26490,Selenite Grey Metallic,Unknown,24 cty / 33 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,33403,Standard,SE
8196,Smokey Blue,Gray,23 cty / 34 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,101102,Fully Loaded,LT
2000,Powder White Pearl,Camel,22 cty / 32 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,224386,Standard,SX Premium Wagon FWD Automatic
25000,Phantom Black Pearl Effect,Balao Brown,16 cty / 26 hwy,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gas,87530,Standard,SHO AWD
10440,Cosmic Gray Mica,Almond,25 cty / 35 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,105909,Standard,Two
14595,Crystal Black Pearl,Black,26 cty / 33 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,86855,Standard,Energi SE Luxury FWD
15047,Classic Silver Metallic,Unknown,30 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,32583,Standard,CLA 250 FWD
5368,Blizzard Pearl,Dark Stone,25 cty / 34 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,143373,Standard,4WD 4dr I4 Hybrid
5992,Unknown,Unknown,18 cty / 24 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,186350,Fully Loaded,S FWD (alt)
20590,Fluid Black W/Bmw I Frozen Blue Accent,Atelier European Dark,N/A cty / N/A hwy,0.6L Inline-2 Plug-In Hybrid,Automatic,RWD,Plug-In Hybrid,28357,Standard,2.5
9999,Harbor Gray Metallic,Gray,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,56638,Standard,I4 4WD
13911,Sangria,Black,24 cty / 32 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,37127,Standard,"2WD Crew Cab 176"" WB 60"" CA XL DRW"
3995,Black,Black,15 cty / 19 hwy,4.2L Inline-6 Gas,Automatic,RWD,Gas,124216,Minimal Options,GT AWD
13590,Brilliant Silver,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,35280,Minimal Options,i Sport 4-Door Automatic
17499,Pitch Black Clearcoat,Black/Red,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,25808,Standard,LE CVT
4494,Silver Streak Mica,Dark Charcoal,29 cty / 35 hwy,1.5L Inline-4 Gas,Automatic,FWD,Gas,116638,Standard,LX FWD
3995,White,Gray,19 cty / 27 hwy,3.3L V-6 Gas,Automatic,FWD,Gas,153975,Minimal Options,Trailhawk 4WD
19998,Ibis White,Black,18 cty / 28 hwy,3.0L V-6 Gas Supercharged,Automatic,AWD,Gas,98929,Standard,EX-L with Rear Entertainment System
7192,Classic Silver Metallic,Dark Charcoal,22 cty / 30 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,101595,Standard,Touring AWD
7495,Silver,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,169559,Standard,C 300 Sedan RWD
4977,Gray,Gray,15 cty / 20 hwy,4.2L Inline-6 Gas,Automatic,4WD,Gas,201416,Crew Cab,XLT SuperCrew 5.5' Box 4WD
8988,Silver,Gray,18 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,138799,Standard,Base Automatic
4449,Summit White,Gray,24 cty / 33 hwy,2.2L Inline-4 Gas,Automatic,FWD,Gas,90837,Standard,SE V6 FWD
8500,Mineral Silver Metallic,Sand Beige,19 cty / 25 hwy,3.0L Inline-6 Gas,Automatic,AWD,Gas,123831,Fully Loaded,SXT RWD
20598,Super Black,Charcoal,21 cty / 30 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,32210,Minimal Options,LT
7000,Montego Blue Metallic,Unknown,19 cty / 28 hwy,3.0L Inline-6 Gas,Automatic,AWD,Gas,116000,Standard,SE
7904,Classic Silver Metallic,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,162225,Standard,LX
4250,Titanium Gray Metallic,Black/Red,25 cty / 32 hwy,2.3L Inline-4 Gas,Manual,FWD,Gas,184000,Crew Cab,LT Crew Cab Short Box 2WD
17295,Black,Ebony,N/A cty / N/A hwy,6.0L V-8 Gas,Automatic,4WD,Gas,106569,Standard,LE CVT
6995,Black,Black,43 cty / 40 hwy,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,155264,Standard,CXL V6
9988,Graphite Metallic,Jet Black,29 cty / 40 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,50262,Standard,ML 350 BlueTEC 4MATIC
8000,White,Unknown,25 cty / 36 hwy,1.8L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,88100,Well Equipped,LT with 1LT FWD
8900,Ingot Silver Metallic,Medium Light Stone,17 cty / 23 hwy,3.5L V-6 Gas,Automatic,4WD,Gas,136473,Standard,320i Sedan RWD
3996,Teal,Beige,20 cty / 26 hwy,2.5L Flat-4 Gas,Automatic,AWD,Gas,176826,Standard,SH-AWD with Technology Package
13500,Liquid Blue Metallic,Cream Beige,18 cty / 27 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,71170,Standard,SE FWD
9990,White Platinum Metallic Tri-Coat,Unknown,12 cty / 17 hwy,5.4L V-8 Gas,Automatic,4WD,Gas,161490,Minimal Options,SV
39000,Firecracker Red Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,16267,Standard,XLT V6 Automatic FWD
8500,Ebony Black,Gray,23 cty / 34 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,76437,Well Equipped,Plug-In Hybrid Limited 2.0L
4084,Olympic White,Gray/Dark Charcoal,14 cty / 18 hwy,5.3L V-8 Gas,Automatic,4WD,Gas,322823,Standard,Premium Plus Sedan S tronic
11800,Alpine White,Oyster/Black,21 cty / 30 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,136073,Crew Cab,XLT 4WD Crew Cab 6.75' Box
18801,Granite Crystal Metallic Clearcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,37123,Crew Cab,"Big Horn Crew Cab 6'4"" Box 2WD"
34000,Selenite Grey Metallic,Ginger Beige/Espresso,18 cty / 22 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,41870,Standard,SE Sedan
9998,Silver,Ivory,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,132698,Crew Cab,Platinum SuperCrew 5.5' Box RWD
17899,Graphite Luster Metallic,Graystone,18 cty / 27 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,88227,Standard,"2WD Reg Cab 141"" WB 60"" CA XL"
8488,Aurora Black,Gray,29 cty / 37 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,66416,Standard,SE Sedan
5999,Nimbus Gray Metallic,Unknown,17 cty / 23 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,151680,Standard,E 350 4MATIC Luxury Sedan
15995,Black Obsidian,Graphite,14 cty / 20 hwy,5.6L V-8 Gas,Automatic,4WD,Gas,137119,Standard,LX Coupe CVT
4495,Bright White Clearcoat,Dark Slate Gray,23 cty / 30 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,133766,Standard,RX 400h Hybrid AWD
5996,Black,Unknown,18 cty / 24 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,64279,Standard,IS 250 Sedan RWD Automatic
5977,Winter Frost Pearl,Frost,23 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,127374,Standard,LE I4 Automatic
4444,Desert Sand Mica,Beige,30 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,139353,Minimal Options,GLS Sedan Automatic
7998,Radiant Silver,Gray,24 cty / 35 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,69682,Standard,CXS
14550,Magnetic Metallic,Ebony,20 cty / 29 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,36974,Standard,XLE V6 AWD
18966,Gray,Black,24 cty / 31 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,27755,Standard,SV 4WD
4500,Black,Beige,18 cty / 25 hwy,3.0L V-6 Gas,Automatic,RWD,Gas,188195,Standard,Two
6200,Maximum Steel Metallic Clearcoat,Black/Light Graystone,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,138160,Minimal Options,LT with 1LT AT
12660,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,44731,Fully Loaded,LX
16995,Black,Black,23 cty / 30 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,70531,Well Equipped,Touring Sedan
12990,Obsidian Black Metallic,Stone,16 cty / 23 hwy,5.0L V-8 Gas,Automatic,RWD,Gas,47106,Standard,Deluxe
7985,Black,Black,20 cty / 26 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,122911,Standard,S 550 Sedan RWD
18000,Magnetic Gray Metallic,Black,22 cty / 28 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,42250,Minimal Options,LX Sedan Automatic
6495,Red Jewel Tintcoat,Ebony,19 cty / 29 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,93485,Standard,Touring AWD
5300,Carbon Gray Pearl,Unknown,22 cty / 31 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,79025,Standard,Premium Sedan 2.0T FrontTrak CVT
7000,Titanium Gray Metallic,Unknown,23 cty / 28 hwy,1.8L Inline-4 Gas,Manual,RWD,Gas,78107,Standard,EX Special Edition 4WD Automatic
8000,Gray,Unknown,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,103363,Standard,Preferred FWD
6598,Gray,Gray,24 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,106000,Standard,3.5 S with Limited Edition Package
18988,Black Sapphire Metallic,Black,18 cty / 27 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,83035,Standard,Limited V6 Automatic
7800,White Silver Metallic,Unknown,21 cty / 29 hwy,1.6L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,40000,Standard,4dr HB FWD w/1SA
2995,Storm Grey,Grey,24 cty / 32 hwy,2.2L Inline-4 Gas,Automatic,FWD,Gas,151965,Crew Cab,XLT Crew Cab 6.75' Box 4WD
7943,Super Black,Charcoal,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,101310,Minimal Options,Touring
3400,Black,Interlagos,23 cty / 30 hwy,2.5L Inline-5 Gas,Automatic,FWD,Gas,178659,Standard,2.5 Sedan CVT
14799,Desert Silver Metallic,Designo Graphite Nappa,16 cty / 23 hwy,5.0L V-8 Gas,Automatic,RWD,Gas,65023,Minimal Options,SV AWD CVT
3995,Silver,Unknown,60 cty / 51 hwy,1.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,193512,Crew Cab,XLT SuperCrew 5.5' Box 4WD
23900,Seal Grey Metallic,Graphite Grey,17 cty / 24 hwy,3.4L Flat-6 Gas,Manual,AWD,Gas,73540,Standard,4.6L Eddie Bauer
33440,Vulcano Black Metallic,Black,22 cty / 29 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,8742,Standard,LE V6 FWD
14495,Black Cherry Metallic,Jet Black,29 cty / 36 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,19578,Standard,Limited AWD
11699,Billet Silver Metallic Clearcoat,Black/Light Graystone,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,48514,Standard,2.0T SE with Technology
10500,Gun Metallic,Charcoal,27 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,54679,Standard,2-door Manual (PZEV)
5990,Pacific Blue Pearl,Gray,26 cty / 37 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,103073,Well Equipped,LX I4 AWD
39985,Blue Sapphire,Sandstorm,12 cty / 19 hwy,5.9L V-12 Gas,Automatic,RWD,Gas,26074,Minimal Options,SE 2.4L FWD
7982,White Silver Metallic,Toffee,29 cty / 37 hwy,1.6L Inline-4 Gas,Manual,FWD,Gas,69119,Standard,Special Edition Cabriolet 2.0T quattro Automatic
9295,Black,Cornsilk Beige,22 cty / 30 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,74506,Standard,Touring Wagon Manual
17440,Starfire Pearl,Brown,18 cty / 24 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,102989,Standard,SL FWD
8985,Gray,Black Cloth,22 cty / 34 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,93621,Well Equipped,Sport 4WD
5499,Silver,Black,22 cty / 28 hwy,2.5L Flat-4 Gas,Automatic,AWD,Gas,148454,Minimal Options,SE 2.0L IVT
12955,Jet Black,Black,18 cty / 27 hwy,3.0L Inline-6 Gas,Automatic,RWD,Gas,81799,Standard,GLS Sedan Automatic
10499,Red Rock Crystal Pearl,Dark/Medium Slate Gray,17 cty / 19 hwy,3.8L V-6 Gas,Automatic,4WD,Gas,148674,Standard,DE CVT
34777,Glacier Silver Metallic,Black,23 cty / 31 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,3905,Standard,3.0si AWD
4695,Shadow,Black Seat Trim,24 cty / 30 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,125306,Well Equipped,LX FWD
20495,Carbon Black Metallic,Black,23 cty / 33 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,52811,Crew Cab,RTL 4WD
5000,Reflex Silver Metallic,Unknown,20 cty / 28 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,109830,Standard,LS 4WD
5995,Galaxy Silver Metallic,Black,20 cty / 30 hwy,3.8L V-6 Gas,Automatic,FWD,Gas,85245,Standard,XLT RWD
5900,Magnetic Gray Metallic,Unknown,33 cty / 34 hwy,2.4L Inline-4 Hybrid,Automatic,FWD,Hybrid,176649,Standard,with Entertainment/Technology Package
2495,Silver,Black,26 cty / 35 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,193025,Fully Loaded,SLT AWD
11988,Black Sand Pearl,Unknown,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,44667,Standard,535i Sedan
3590,Brilliant Black Pearl,Dark Slate Gray,17 cty / 25 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,131558,Standard,SXT RWD
9199,Black,Unknown,22 cty / 31 hwy,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,115100,Fully Loaded,SV CVT
7999,Silver,Unknown,26 cty / 34 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,74000,Standard,HSE
16000,Platinum White Pearl,Black,29 cty / 37 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,7219,Minimal Options,Sport Manual
5979,Green,Earth,22 cty / 34 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,80029,Minimal Options,SXT
11200,Gray,Unknown,16 cty / 20 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,114756,Standard,XLT 4WD
9988,Fresh Powder,Charcoal,31 cty / 39 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,46221,Standard,SXT
21935,Moonwalk Gray Metallic,Carbon Black,26 cty / 37 hwy,1.5L Inline-3 Gas Turbocharged,Manual,FWD,Gas,1000,Standard,SE AWD
10000,White Diamond Tricoat,Ebony,16 cty / 23 hwy,3.6L V-6 Gas,Automatic,AWD,Gas,108000,Standard,Automatic
11995,Black,Black,18 cty / 25 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,40785,Standard,SE 4WD
37999,Yulong White Metallic,Ebony/Ebony,21 cty / 28 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,3455,Well Equipped,SXT AWD
8999,White,Unknown,36 cty / 43 hwy,1.2L Inline-3 Gas,Automatic,FWD,Gas,21029,Standard,Lux Sedan FWD Auto
4995,Green,Tan,48 cty / 45 hwy,1.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,135232,Standard,GLS AWD Automatic
15634,Deep Sea Blue Metallic,Unknown,21 cty / 28 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,87013,Standard,S
30497,Bright White Clearcoat,Black,17 cty / 23 hwy,3.6L V-6 Gas,Automatic,4WD,Gas,41199,Crew Cab,Lariat Crew Cab 6.75' Box 4WD
12591,Sterling Grey Metallic,Stone,13 cty / 18 hwy,5.4L V-8 Gas,Automatic,4WD,Gas,138058,Standard,CE I4 Automatic
15990,Quicksilver Metallic,Jet Black,20 cty / 29 hwy,3.6L V-6 Gas,Automatic,AWD,Gas,45133,Well Equipped,S CVT
18990,Silver Ice Metallic,Jet Black,19 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,31247,Minimal Options,SXT
6000,Gun Metallic,Charcoal,31 cty / 39 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,53000,Standard,SE CVT
20498,Cinnabar Red Metallic,Black,17 cty / 22 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,51855,Crew Cab,LTZ Crew Cab Standard Bed 4WD
5991,Deep Cherry Red Crystal Pearlcoat,Black/Light Graystone,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,105951,Standard,GT Hatchback Automatic
3400,Alabaster Silver Metallic,Gray,23 cty / 34 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,246746,Standard,EX-L 4WD
10000,Gold,Unknown,27 cty / 36 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,70000,Standard,2.5L Turbo with Sunroof and 3rd Row FWD
