Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2745","Honey","2013","2013","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2745","Honey","2013","2013","g/capita/day","0.01","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2546","Beans","2013","2013","1000 tonnes","499","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2546","Beans","2013","2013","1000 tonnes","587","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2546","Beans","2013","2013","1000 tonnes","-2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2546","Beans","2013","2013","1000 tonnes","125","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2546","Beans","2013","2013","1000 tonnes","959","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2546","Beans","2013","2013","1000 tonnes","406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2546","Beans","2013","2013","1000 tonnes","39","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2546","Beans","2013","2013","1000 tonnes","51","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2546","Beans","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2546","Beans","2013","2013","1000 tonnes","463","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2546","Beans","2013","2013","kg","0.62","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2546","Beans","2013","2013","kcal/capita/day","6","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2546","Beans","2013","2013","g/capita/day","0.36","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2546","Beans","2013","2013","g/capita/day","0.03","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2547","Peas","2013","2013","1000 tonnes","3048","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2547","Peas","2013","2013","1000 tonnes","623","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2547","Peas","2013","2013","1000 tonnes","74","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2547","Peas","2013","2013","1000 tonnes","893","A","Aggregate, may include official, semi-official, estimated or calculated data"
