Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2511","Wheat and products","2013","2013","1000 tonnes","8387","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2511","Wheat and products","2013","2013","1000 tonnes","80875","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2511","Wheat and products","2013","2013","kg","108.97","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2511","Wheat and products","2013","2013","kcal/capita/day","827","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2511","Wheat and products","2013","2013","g/capita/day","25.71","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2511","Wheat and products","2013","2013","g/capita/day","3.47","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","2690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","3762","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","68","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","2417","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","4104","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","374","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","97","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","47","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","34","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","105","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2805","Rice (Milled Equivalent)","2013","2013","1000 tonnes","3447","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2805","Rice (Milled Equivalent)","2013","2013","kg","4.64","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2805","Rice (Milled Equivalent)","2013","2013","kcal/capita/day","47","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2805","Rice (Milled Equivalent)","2013","2013","g/capita/day","0.89","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2805","Rice (Milled Equivalent)","2013","2013","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2513","Barley and products","2013","2013","1000 tonnes","85911","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2513","Barley and products","2013","2013","1000 tonnes","11299","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2513","Barley and products","2013","2013","1000 tonnes","-46","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2513","Barley and products","2013","2013","1000 tonnes","26387","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2513","Barley and products","2013","2013","1000 tonnes","70776","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2513","Barley and products","2013","2013","1000 tonnes","50813","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2513","Barley and products","2013","2013","1000 tonnes","6287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2513","Barley and products","2013","2013","1000 tonnes","1396","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2513","Barley and products","2013","2013","1000 tonnes","10937","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2513","Barley and products","2013","2013","1000 tonnes","241","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2513","Barley and products","2013","2013","1000 tonnes","1102","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2513","Barley and products","2013","2013","kg","1.48","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2513","Barley and products","2013","2013","kcal/capita/day","9","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2513","Barley and products","2013","2013","g/capita/day","0.24","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2513","Barley and products","2013","2013","g/capita/day","0.03","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2514","Maize and products","2013","2013","1000 tonnes","119412","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2514","Maize and products","2013","2013","1000 tonnes","28068","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2514","Maize and products","2013","2013","1000 tonnes","-1001","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2514","Maize and products","2013","2013","1000 tonnes","39964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2514","Maize and products","2013","2013","1000 tonnes","106515","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2514","Maize and products","2013","2013","1000 tonnes","84011","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2514","Maize and products","2013","2013","1000 tonnes","887","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2514","Maize and products","2013","2013","1000 tonnes","3220","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2514","Maize and products","2013","2013","1000 tonnes","7703","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2514","Maize and products","2013","2013","1000 tonnes","5343","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2514","Maize and products","2013","2013","1000 tonnes","5350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2514","Maize and products","2013","2013","kg","7.21","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2514","Maize and products","2013","2013","kcal/capita/day","54","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2514","Maize and products","2013","2013","g/capita/day","1.25","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2514","Maize and products","2013","2013","g/capita/day","0.18","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2515","Rye and products","2013","2013","1000 tonnes","14954","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2515","Rye and products","2013","2013","1000 tonnes","1925","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2515","Rye and products","2013","2013","1000 tonnes","50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2515","Rye and products","2013","2013","1000 tonnes","2189","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2515","Rye and products","2013","2013","1000 tonnes","14740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2515","Rye and products","2013","2013","1000 tonnes","7224","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2515","Rye and products","2013","2013","1000 tonnes","1090","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2515","Rye and products","2013","2013","1000 tonnes","469","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2515","Rye and products","2013","2013","1000 tonnes","1021","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2515","Rye and products","2013","2013","1000 tonnes","21","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2515","Rye and products","2013","2013","1000 tonnes","4914","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2515","Rye and products","2013","2013","kg","6.62","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2515","Rye and products","2013","2013","kcal/capita/day","50","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2515","Rye and products","2013","2013","g/capita/day","1.29","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2515","Rye and products","2013","2013","g/capita/day","0.21","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2516","Oats","2013","2013","1000 tonnes","14520","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2516","Oats","2013","2013","1000 tonnes","1137","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2516","Oats","2013","2013","1000 tonnes","-372","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2516","Oats","2013","2013","1000 tonnes","1332","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2516","Oats","2013","2013","1000 tonnes","13953","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2516","Oats","2013","2013","1000 tonnes","10127","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2516","Oats","2013","2013","1000 tonnes","1999","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2516","Oats","2013","2013","1000 tonnes","313","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2516","Oats","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2516","Oats","2013","2013","1000 tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2516","Oats","2013","2013","1000 tonnes","1508","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2516","Oats","2013","2013","kg","2.03","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2516","Oats","2013","2013","kcal/capita/day","12","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2516","Oats","2013","2013","g/capita/day","0.5","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2516","Oats","2013","2013","g/capita/day","0.22","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2517","Millet and products","2013","2013","1000 tonnes","632","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2517","Millet and products","2013","2013","1000 tonnes","112","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2517","Millet and products","2013","2013","1000 tonnes","133","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2517","Millet and products","2013","2013","1000 tonnes","137","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2517","Millet and products","2013","2013","1000 tonnes","740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2517","Millet and products","2013","2013","1000 tonnes","372","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2517","Millet and products","2013","2013","1000 tonnes","25","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2517","Millet and products","2013","2013","1000 tonnes","65","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2517","Millet and products","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2517","Millet and products","2013","2013","1000 tonnes","278","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2517","Millet and products","2013","2013","kg","0.37","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2517","Millet and products","2013","2013","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2517","Millet and products","2013","2013","g/capita/day","0.09","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2517","Millet and products","2013","2013","g/capita/day","0.03","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2518","Sorghum and products","2013","2013","1000 tonnes","1267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2518","Sorghum and products","2013","2013","1000 tonnes","431","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2518","Sorghum and products","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2518","Sorghum and products","2013","2013","1000 tonnes","317","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2518","Sorghum and products","2013","2013","1000 tonnes","1382","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2518","Sorghum and products","2013","2013","1000 tonnes","1354","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2518","Sorghum and products","2013","2013","1000 tonnes","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2518","Sorghum and products","2013","2013","1000 tonnes","14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2518","Sorghum and products","2013","2013","1000 tonnes","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2518","Sorghum and products","2013","2013","1000 tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2518","Sorghum and products","2013","2013","kg","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2518","Sorghum and products","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2518","Sorghum and products","2013","2013","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2518","Sorghum and products","2013","2013","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2520","Cereals, Other","2013","2013","1000 tonnes","19305","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2520","Cereals, Other","2013","2013","1000 tonnes","1492","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2520","Cereals, Other","2013","2013","1000 tonnes","-107","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2520","Cereals, Other","2013","2013","1000 tonnes","1263","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2520","Cereals, Other","2013","2013","1000 tonnes","19427","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2520","Cereals, Other","2013","2013","1000 tonnes","17107","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2520","Cereals, Other","2013","2013","1000 tonnes","945","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2520","Cereals, Other","2013","2013","1000 tonnes","339","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2520","Cereals, Other","2013","2013","1000 tonnes","22","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2520","Cereals, Other","2013","2013","1000 tonnes","523","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2520","Cereals, Other","2013","2013","1000 tonnes","493","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2520","Cereals, Other","2013","2013","kg","0.66","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2520","Cereals, Other","2013","2013","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2520","Cereals, Other","2013","2013","g/capita/day","0.14","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2520","Cereals, Other","2013","2013","g/capita/day","0.02","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2532","Cassava and products","2013","2013","1000 tonnes","322","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2532","Cassava and products","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2532","Cassava and products","2013","2013","1000 tonnes","75","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2532","Cassava and products","2013","2013","1000 tonnes","247","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2532","Cassava and products","2013","2013","1000 tonnes","117","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2532","Cassava and products","2013","2013","1000 tonnes","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2532","Cassava and products","2013","2013","1000 tonnes","128","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2532","Cassava and products","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2532","Cassava and products","2013","2013","kg","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2532","Cassava and products","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2531","Potatoes and products","2013","2013","1000 tonnes","115650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2531","Potatoes and products","2013","2013","1000 tonnes","18241","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2531","Potatoes and products","2013","2013","1000 tonnes","1564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2531","Potatoes and products","2013","2013","1000 tonnes","19801","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2531","Potatoes and products","2013","2013","1000 tonnes","115654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2531","Potatoes and products","2013","2013","1000 tonnes","20334","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2531","Potatoes and products","2013","2013","1000 tonnes","17629","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2531","Potatoes and products","2013","2013","1000 tonnes","7572","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2531","Potatoes and products","2013","2013","1000 tonnes","3499","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2531","Potatoes and products","2013","2013","1000 tonnes","5326","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2531","Potatoes and products","2013","2013","1000 tonnes","61295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2531","Potatoes and products","2013","2013","kg","82.59","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2531","Potatoes and products","2013","2013","kcal/capita/day","149","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2531","Potatoes and products","2013","2013","g/capita/day","3.49","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2531","Potatoes and products","2013","2013","g/capita/day","0.21","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2533","Sweet potatoes","2013","2013","1000 tonnes","43","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2533","Sweet potatoes","2013","2013","1000 tonnes","152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2533","Sweet potatoes","2013","2013","1000 tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2533","Sweet potatoes","2013","2013","1000 tonnes","46","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2533","Sweet potatoes","2013","2013","1000 tonnes","150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2533","Sweet potatoes","2013","2013","1000 tonnes","99","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2533","Sweet potatoes","2013","2013","1000 tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2533","Sweet potatoes","2013","2013","1000 tonnes","50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2533","Sweet potatoes","2013","2013","kg","0.07","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2533","Sweet potatoes","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2533","Sweet potatoes","2013","2013","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2533","Sweet potatoes","2013","2013","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2535","Yams","2013","2013","1000 tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2535","Yams","2013","2013","1000 tonnes","26","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2535","Yams","2013","2013","1000 tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2535","Yams","2013","2013","1000 tonnes","23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2535","Yams","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2535","Yams","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2535","Yams","2013","2013","1000 tonnes","23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2535","Yams","2013","2013","kg","0.03","Fc","Calculated data"
